"","KPoint 1","","KPoint 2","","KPoint 3","","KPoint 4","","KPoint 5","","KPoint 6","","KPoint 7","","KPoint 8","","KPoint 9","","KPoint 10","","KPoint 11","","KPoint 12","","KPoint 13","","KPoint 14","","KPoint 15","","KPoint 16","","KPoint 17","","KPoint 18","","KPoint 19","","KPoint 20","","KPoint 21","","KPoint 22","","KPoint 23","","KPoint 24","","KPoint 25","","KPoint 26","","KPoint 27","","KPoint 28","","KPoint 29","","KPoint 30","","KPoint 31","","KPoint 32","","KPoint 33","","KPoint 34","","KPoint 35","","KPoint 36","","KPoint 37","","KPoint 38","","KPoint 39","","KPoint 40","","KPoint 41","","KPoint 42","","KPoint 43","","KPoint 44","","KPoint 45","","KPoint 46","","KPoint 47","","KPoint 48","","KPoint 49","","KPoint 50","","KPoint 51","","KPoint 52","","KPoint 53","","KPoint 54","","KPoint 55","","KPoint 56","","KPoint 57","","KPoint 58","","KPoint 59","","KPoint 60","","KPoint 61","","KPoint 62","","KPoint 63","","KPoint 64","","KPoint 65","","KPoint 66","","KPoint 67","","KPoint 68",""
"10","-12.5875","2.0","-12.588700000000001","2.0","-12.592500000000001","2.0","-12.5988","2.0","-12.6074","2.0","-12.6181","2.0","-12.630700000000001","2.0","-12.645000000000001","2.0","-12.6605","2.0","-12.677000000000001","2.0","-12.693900000000001","2.0","-12.7108","2.0","-12.7271","2.0","-12.7423","2.0","-12.7558","2.0","-12.767100000000001","2.0","-12.7758","2.0","-12.7818","2.0","-12.7851","2.0","-12.786100000000001","2.0","-12.7856","2.0","-12.7844","2.0","-12.7833","2.0","-12.7829","2.0","-12.7835","2.0","-12.785300000000001","2.0","-12.7874","2.0","-12.7889","2.0","-12.7885","2.0","-12.785400000000001","2.0","-12.7791","2.0","-12.769400000000001","2.0","-12.7568","2.0","-12.741900000000001","2.0","-12.7257","2.0","-12.709200000000001","2.0","-12.6933","2.0","-12.6789","2.0","-12.6668","2.0","-12.6577","2.0","-12.652000000000001","2.0","-12.6501","2.0","-12.6516","2.0","-12.6561","2.0","-12.6636","2.0","-12.6738","2.0","-12.6865","2.0","-12.7012","2.0","-12.717400000000001","2.0","-12.7344","2.0","-12.751000000000001","2.0","-12.7661","2.0","-12.778400000000001","2.0","-12.7864","2.0","-12.789200000000001","2.0","-12.789100000000001","2.0","-12.7888","2.0","-12.788400000000001","2.0","-12.7878","2.0","-12.7871","2.0","-12.7863","2.0","-12.7856","2.0","-12.7848","2.0","-12.7842","2.0","-12.7836","2.0","-12.7832","2.0","-12.7829","2.0","-12.7829","2.0"
"11","-10.567300000000001","2.0","-10.5668","2.0","-10.5652","2.0","-10.5625","2.0","-10.558900000000001","2.0","-10.5545","2.0","-10.5494","2.0","-10.543700000000001","2.0","-10.537700000000001","2.0","-10.531500000000001","2.0","-10.5252","2.0","-10.519","2.0","-10.513","2.0","-10.5074","2.0","-10.5021","2.0","-10.497300000000001","2.0","-10.493","2.0","-10.4893","2.0","-10.4861","2.0","-10.483500000000001","2.0","-10.4814","2.0","-10.4799","2.0","-10.4791","2.0","-10.4788","2.0","-10.4786","2.0","-10.4783","2.0","-10.4778","2.0","-10.477","2.0","-10.476","2.0","-10.4748","2.0","-10.473500000000001","2.0","-10.472000000000001","2.0","-10.470500000000001","2.0","-10.4689","2.0","-10.467400000000001","2.0","-10.465900000000001","2.0","-10.4646","2.0","-10.4634","2.0","-10.4625","2.0","-10.4618","2.0","-10.461400000000001","2.0","-10.4612","2.0","-10.461500000000001","2.0","-10.4623","2.0","-10.463600000000001","2.0","-10.465200000000001","2.0","-10.467","2.0","-10.469000000000001","2.0","-10.471","2.0","-10.472900000000001","2.0","-10.4745","2.0","-10.475800000000001","2.0","-10.4768","2.0","-10.477400000000001","2.0","-10.4776","2.0","-10.4777","2.0","-10.4778","2.0","-10.4779","2.0","-10.478200000000001","2.0","-10.4784","2.0","-10.4786","2.0","-10.4788","2.0","-10.478900000000001","2.0","-10.478900000000001","2.0","-10.478900000000001","2.0","-10.4788","2.0","-10.4788","2.0","-10.4788","2.0"
"12","-10.3934","2.0","-10.393","2.0","-10.3916","2.0","-10.3894","2.0","-10.386600000000001","2.0","-10.3832","2.0","-10.3795","2.0","-10.3756","2.0","-10.3717","2.0","-10.368","2.0","-10.364700000000001","2.0","-10.3619","2.0","-10.3596","2.0","-10.3579","2.0","-10.3568","2.0","-10.356200000000001","2.0","-10.356","2.0","-10.3561","2.0","-10.3565","2.0","-10.356900000000001","2.0","-10.3574","2.0","-10.357700000000001","2.0","-10.358","2.0","-10.3581","2.0","-10.358","2.0","-10.3581","2.0","-10.3582","2.0","-10.358600000000001","2.0","-10.3594","2.0","-10.360800000000001","2.0","-10.363000000000001","2.0","-10.366","2.0","-10.369900000000001","2.0","-10.374500000000001","2.0","-10.3796","2.0","-10.385","2.0","-10.390500000000001","2.0","-10.3955","2.0","-10.3998","2.0","-10.4031","2.0","-10.4053","2.0","-10.406","2.0","-10.4059","2.0","-10.4055","2.0","-10.405000000000001","2.0","-10.404300000000001","2.0","-10.403500000000001","2.0","-10.402700000000001","2.0","-10.4018","2.0","-10.4009","2.0","-10.4001","2.0","-10.3994","2.0","-10.398900000000001","2.0","-10.3985","2.0","-10.3984","2.0","-10.3978","2.0","-10.3961","2.0","-10.3933","2.0","-10.3896","2.0","-10.385200000000001","2.0","-10.3805","2.0","-10.3756","2.0","-10.3709","2.0","-10.3667","2.0","-10.363100000000001","2.0","-10.3604","2.0","-10.3587","2.0","-10.3581","2.0"
"13","-8.3476","2.0","-8.3482","2.0","-8.3498","2.0","-8.3523","2.0","-8.3557","2.0","-8.3598","2.0","-8.3644","2.0","-8.3693","2.0","-8.3748","2.0","-8.3819","2.0","-8.3949","2.0","-8.4367","2.0","-8.5338","2.0","-8.6498","2.0","-8.7655","2.0","-8.8758","2.0","-8.9781","2.0","-9.0708","2.0","-9.1523","2.0","-9.2212","2.0","-9.2763","2.0","-9.316500000000001","2.0","-9.340900000000001","2.0","-9.3491","2.0","-9.340200000000001","2.0","-9.3137","2.0","-9.2702","2.0","-9.2111","2.0","-9.1376","2.0","-9.0517","2.0","-8.955400000000001","2.0","-8.8509","2.0","-8.7406","2.0","-8.6272","2.0","-8.5138","2.0","-8.4035","2.0","-8.3804","2.0","-8.3795","2.0","-8.3784","2.0","-8.3774","2.0","-8.3766","2.0","-8.3764","2.0","-8.3759","2.0","-8.3744","2.0","-8.372","2.0","-8.3689","2.0","-8.3653","2.0","-8.3613","2.0","-8.4261","2.0","-8.4983","2.0","-8.5613","2.0","-8.6128","2.0","-8.6508","2.0","-8.6741","2.0","-8.6819","2.0","-8.6935","2.0","-8.7273","2.0","-8.78","2.0","-8.847","2.0","-8.9232","2.0","-9.0033","2.0","-9.0826","2.0","-9.1567","2.0","-9.2221","2.0","-9.276","2.0","-9.3161","2.0","-9.3408","2.0","-9.3491","2.0"
"14","-7.3294999999999995","2.0","-7.342700000000001","2.0","-7.381500000000001","2.0","-7.4436","2.0","-7.525600000000001","2.0","-7.623900000000001","2.0","-7.7346","2.0","-7.8542000000000005","2.0","-7.9793","2.0","-8.1058","2.0","-8.227","2.0","-8.3177","2.0","-8.3497","2.0","-8.3574","2.0","-8.3589","2.0","-8.3577","2.0","-8.355","2.0","-8.3515","2.0","-8.3477","2.0","-8.344","2.0","-8.3407","2.0","-8.3381","2.0","-8.3364","2.0","-8.3359","2.0","-8.3368","2.0","-8.3395","2.0","-8.3437","2.0","-8.3491","2.0","-8.3551","2.0","-8.3613","2.0","-8.3671","2.0","-8.3721","2.0","-8.3761","2.0","-8.3788","2.0","-8.3804","2.0","-8.3808","2.0","-8.3","2.0","-8.2072","2.0","-8.1292","2.0","-8.0699","2.0","-8.0328","2.0","-8.0201","2.0","-8.0323","2.0","-8.0676","2.0","-8.1222","2.0","-8.1909","2.0","-8.268","2.0","-8.348","2.0","-8.3572","2.0","-8.3532","2.0","-8.3496","2.0","-8.3466","2.0","-8.3443","2.0","-8.3429","2.0","-8.3424","2.0","-8.3423","2.0","-8.342","2.0","-8.3416","2.0","-8.341","2.0","-8.340300000000001","2.0","-8.3396","2.0","-8.3388","2.0","-8.338","2.0","-8.3373","2.0","-8.3367","2.0","-8.3363","2.0","-8.336","2.0","-8.3359","2.0"
"15","-6.050599999999999","2.0","-6.0512","2.0","-6.052899999999999","2.0","-6.055899999999999","2.0","-6.0604","2.0","-6.0661000000000005","2.0","-6.0725","2.0","-6.078900000000001","2.0","-6.0846","2.0","-6.0891","2.0","-6.0920000000000005","2.0","-6.093","2.0","-6.0922","2.0","-6.089600000000001","2.0","-6.0853","2.0","-6.079599999999999","2.0","-6.0731","2.0","-6.0661000000000005","2.0","-6.0593","2.0","-6.0533","2.0","-6.0486","2.0","-6.0455000000000005","2.0","-6.043699999999999","2.0","-6.043200000000001","2.0","-6.0434","2.0","-6.0440000000000005","2.0","-6.0451","2.0","-6.052200000000001","2.0","-6.0604","2.0","-6.068099999999999","2.0","-6.074400000000001","2.0","-6.0786999999999995","2.0","-6.0806000000000004","2.0","-6.079700000000001","2.0","-6.0764","2.0","-6.071199999999999","2.0","-6.0747","2.0","-6.078200000000001","2.0","-6.081200000000001","2.0","-6.083500000000001","2.0","-6.085100000000001","2.0","-6.0855999999999995","2.0","-6.0847","2.0","-6.0821000000000005","2.0","-6.078100000000001","2.0","-6.0731","2.0","-6.067399999999999","2.0","-6.0619","2.0","-6.0679","2.0","-6.0738","2.0","-6.0791","2.0","-6.083500000000001","2.0","-6.0868","2.0","-6.088800000000001","2.0","-6.089499999999999","2.0","-6.088800000000001","2.0","-6.086600000000001","2.0","-6.0829","2.0","-6.078100000000001","2.0","-6.0723","2.0","-6.065799999999999","2.0","-6.058999999999999","2.0","-6.052200000000001","2.0","-6.0458","2.0","-6.0421","2.0","-6.0427","2.0","-6.043100000000001","2.0","-6.043200000000001","2.0"
"16","-6.034000000000001","2.0","-6.0349","2.0","-6.0374","2.0","-6.041","2.0","-6.0449","2.0","-6.0486","2.0","-6.0518","2.0","-6.0543","2.0","-6.0563","2.0","-6.0577000000000005","2.0","-6.0585","2.0","-6.0587","2.0","-6.058199999999999","2.0","-6.0571","2.0","-6.0555","2.0","-6.0534","2.0","-6.0509","2.0","-6.0481","2.0","-6.0451","2.0","-6.0419","2.0","-6.038500000000001","2.0","-6.035500000000001","2.0","-6.0333000000000006","2.0","-6.0326","2.0","-6.034000000000001","2.0","-6.0381","2.0","-6.044499999999999","2.0","-6.0466","2.0","-6.048500000000001","2.0","-6.050800000000001","2.0","-6.0534","2.0","-6.0564","2.0","-6.059799999999999","2.0","-6.0634","2.0","-6.0671","2.0","-6.0709","2.0","-6.064400000000001","2.0","-6.057","2.0","-6.0501000000000005","2.0","-6.0443","2.0","-6.0405999999999995","2.0","-6.039199999999999","2.0","-6.040000000000001","2.0","-6.042199999999999","2.0","-6.0458","2.0","-6.0504999999999995","2.0","-6.055899999999999","2.0","-6.061400000000001","2.0","-6.0556","2.0","-6.050000000000001","2.0","-6.045","2.0","-6.040900000000001","2.0","-6.037800000000001","2.0","-6.0358","2.0","-6.0352","2.0","-6.035299999999999","2.0","-6.0356000000000005","2.0","-6.036099999999999","2.0","-6.0367999999999995","2.0","-6.037599999999999","2.0","-6.038500000000001","2.0","-6.0395","2.0","-6.0405","2.0","-6.041399999999999","2.0","-6.0403","2.0","-6.036099999999999","2.0","-6.0335","2.0","-6.0326","2.0"
"17","-4.1319","2.0","-4.131600000000001","2.0","-4.1159","2.0","-4.0847","2.0","-4.038600000000001","2.0","-3.9781","2.0","-3.9039","2.0","-3.8164000000000002","2.0","-3.7165","2.0","-3.6049","2.0","-3.4828","2.0","-3.3514","2.0","-3.2128","2.0","-3.0704000000000002","2.0","-2.9358","2.0","-2.8624","2.0","-2.8678","2.0","-2.8970000000000002","2.0","-2.931","2.0","-2.9634","2.0","-2.9909","2.0","-3.0117000000000003","2.0","-3.0246","2.0","-3.029","2.0","-3.0250000000000004","2.0","-3.0133","2.0","-2.9943","2.0","-2.9692","2.0","-2.9388","2.0","-2.9045","2.0","-2.8673","2.0","-2.8946","2.0","-3.074","2.0","-3.2441","2.0","-3.4018","2.0","-3.5448","2.0","-3.6715","2.0","-3.7804","2.0","-3.87","2.0","-3.9375","2.0","-3.9799","2.0","-3.9944","2.0","-3.9957000000000003","2.0","-3.9961","2.0","-3.9921","2.0","-3.9835000000000003","2.0","-3.9712","2.0","-3.9562","2.0","-3.9399","2.0","-3.9233000000000002","2.0","-3.9076","2.0","-3.8939","2.0","-3.8833","2.0","-3.8766000000000003","2.0","-3.8743","2.0","-3.8484000000000003","2.0","-3.7718000000000003","2.0","-3.6487000000000003","2.0","-3.4851","2.0","-3.2885999999999997","2.0","-3.0683","2.0","-2.8477","2.0","-2.8994999999999997","2.0","-2.9442000000000004","2.0","-2.9805","2.0","-3.0072","2.0","-3.0235000000000003","2.0","-3.029","2.0"
"18","-4.13","2.0","-4.1131","2.0","-4.0785","2.0","-4.0282","2.0","-3.9636","2.0","-3.8859","2.0","-3.7957","2.0","-3.6941","2.0","-3.5819","2.0","-3.4604","2.0","-3.3314","2.0","-3.1973000000000003","2.0","-3.0623","2.0","-2.9344","2.0","-2.8289999999999997","2.0","-2.7296","2.0","-2.6260000000000003","2.0","-2.6077000000000004","2.0","-2.6076","2.0","-2.613","2.0","-2.6196","2.0","-2.6255","2.0","-2.6295","2.0","-2.6310000000000002","2.0","-2.627","2.0","-2.6154","2.0","-2.5977","2.0","-2.5772000000000004","2.0","-2.5611","2.0","-2.5719000000000003","2.0","-2.7117","2.0","-2.8285","2.0","-2.811","2.0","-2.9687","2.0","-3.1334","2.0","-3.2937000000000003","2.0","-3.4412000000000003","2.0","-3.5691","2.0","-3.6721","2.0","-3.7467","2.0","-3.7917","2.0","-3.8067","2.0","-3.7776","2.0","-3.6955","2.0","-3.5692","2.0","-3.407","2.0","-3.2180999999999997","2.0","-3.0137","2.0","-2.8071","2.0","-2.6138000000000003","2.0","-2.6369","2.0","-2.6574","2.0","-2.6729000000000003","2.0","-2.6826","2.0","-2.6859","2.0","-2.6847000000000003","2.0","-2.6814","2.0","-2.6772","2.0","-2.6825","2.0","-2.731","2.0","-2.7904999999999998","2.0","-2.8366","2.0","-2.6289","2.0","-2.6099","2.0","-2.6015","2.0","-2.6172","2.0","-2.6275000000000004","2.0","-2.6310000000000002","2.0"
"19","-3.9599","2.0","-3.9456","2.0","-3.903","2.0","-3.8331","2.0","-3.7385","2.0","-3.6233","2.0","-3.4925","2.0","-3.3518","2.0","-3.2074","2.0","-3.0672","2.0","-2.9404000000000003","2.0","-2.8377","2.0","-2.7671","2.0","-2.7272","2.0","-2.6977","2.0","-2.6522","2.0","-2.5985","2.0","-2.5287","2.0","-2.5256","2.0","-2.5435","2.0","-2.5623","2.0","-2.5772000000000004","2.0","-2.5864000000000003","2.0","-2.5895","2.0","-2.5871","2.0","-2.5802","2.0","-2.5689","2.0","-2.5538","2.0","-2.5353000000000003","2.0","-2.5139","2.0","-2.5834","2.0","-2.6763000000000003","2.0","-2.7891000000000004","2.0","-2.7498","2.0","-2.7114000000000003","2.0","-2.6739","2.0","-2.6372999999999998","2.0","-2.6016000000000004","2.0","-2.5671","2.0","-2.5355","2.0","-2.5114","2.0","-2.5019","2.0","-2.5034","2.0","-2.5080999999999998","2.0","-2.5161","2.0","-2.5278","2.0","-2.5438","2.0","-2.5641","2.0","-2.5878","2.0","-2.6127000000000002","2.0","-2.4663000000000004","2.0","-2.4773","2.0","-2.4848","2.0","-2.4892000000000003","2.0","-2.4907000000000004","2.0","-2.5055","2.0","-2.5445","2.0","-2.597","2.0","-2.6447000000000003","2.0","-2.6496","2.0","-2.6409000000000002","2.0","-2.6304","2.0","-2.6198","2.0","-2.5844","2.0","-2.601","2.0","-2.5949","2.0","-2.5909","2.0","-2.5895","2.0"
"20","-1.9319000000000002","2.0","-1.9372","2.0","-1.9499","2.0","-1.9683000000000002","2.0","-1.9932","2.0","-2.0253","2.0","-2.0646","2.0","-2.1101","2.0","-2.16","2.0","-2.2122","2.0","-2.2638","2.0","-2.3112000000000004","2.0","-2.3499","2.0","-2.3752","2.0","-2.3834999999999997","2.0","-2.3796","2.0","-2.3783000000000003","2.0","-2.3350999999999997","2.0","-2.2239","2.0","-2.0978000000000003","2.0","-1.9823","2.0","-1.889","2.0","-1.8273000000000001","2.0","-1.8055","2.0","-1.8292000000000002","2.0","-1.9004","2.0","-2.0144","2.0","-2.1612","2.0","-2.3294","2.0","-2.4996","2.0","-2.4898","2.0","-2.4631","2.0","-2.4335","2.0","-2.4007","2.0","-2.3645","2.0","-2.3254","2.0","-2.2843","2.0","-2.2443","2.0","-2.2133000000000003","2.0","-2.2076000000000002","2.0","-2.224","2.0","-2.2334","2.0","-2.2401","2.0","-2.2605","2.0","-2.2928","2.0","-2.3312","2.0","-2.3695000000000004","2.0","-2.4032","2.0","-2.4303","2.0","-2.451","2.0","-2.4489","2.0","-2.3247999999999998","2.0","-2.2444","2.0","-2.2017","2.0","-2.1886","2.0","-2.2027","2.0","-2.2392000000000003","2.0","-2.2878","2.0","-2.3405","2.0","-2.3924000000000003","2.0","-2.4401","2.0","-2.4794","2.0","-2.4853","2.0","-2.3305","2.0","-2.1321000000000003","2.0","-1.9667","2.0","-1.8521","2.0","-1.8055","2.0"
"21","-1.9091","2.0","-1.9059","2.0","-1.9004","2.0","-1.8976000000000002","2.0","-1.9006","2.0","-1.9117000000000002","2.0","-1.9311","2.0","-1.9584000000000001","2.0","-1.9931","2.0","-2.034","2.0","-2.0799000000000003","2.0","-2.1288","2.0","-2.1784","2.0","-2.2257","2.0","-2.2642","2.0","-2.2734","2.0","-2.22","2.0","-2.1223","2.0","-2.0136000000000003","2.0","-1.9124","2.0","-1.8294000000000001","2.0","-1.7703","2.0","-1.7364000000000002","2.0","-1.7256","2.0","-1.7353","2.0","-1.7624","2.0","-1.8058","2.0","-1.8654000000000002","2.0","-1.9383","2.0","-2.0126","2.0","-2.0653","2.0","-2.0763","2.0","-2.0494000000000003","2.0","-1.9998","2.0","-1.9397000000000002","2.0","-1.9006","2.0","-1.9642","2.0","-2.0237","2.0","-2.0708","2.0","-2.0888","2.0","-2.0806","2.0","-2.0742000000000003","2.0","-2.0795","2.0","-2.0897","2.0","-2.0959000000000003","2.0","-2.096","2.0","-2.0914","2.0","-2.0838","2.0","-2.0747","2.0","-2.0653","2.0","-2.0563000000000002","2.0","-2.0485","2.0","-2.0425","2.0","-2.0388","2.0","-2.0375","2.0","-2.0225","2.0","-1.9825","2.0","-1.9275000000000002","2.0","-1.8651","2.0","-1.8002","2.0","-1.7359","2.0","-1.6941000000000002","2.0","-1.6943000000000001","2.0","-1.6954","2.0","-1.698","2.0","-1.7037","2.0","-1.7148","2.0","-1.7256","2.0"
"22","-1.8298","2.0","-1.8299","2.0","-1.8297","2.0","-1.8279","2.0","-1.823","2.0","-1.8155000000000001","2.0","-1.8091","2.0","-1.8091","2.0","-1.8147000000000002","2.0","-1.8169","2.0","-1.8057","2.0","-1.7737","2.0","-1.7212","2.0","-1.6638000000000002","2.0","-1.6191","2.0","-1.5869","2.0","-1.562","2.0","-1.5414","2.0","-1.5237","2.0","-1.5081","2.0","-1.4942","2.0","-1.4828000000000001","2.0","-1.4752","2.0","-1.4726000000000001","2.0","-1.4756","2.0","-1.4846000000000001","2.0","-1.4996","2.0","-1.5207000000000002","2.0","-1.5479","2.0","-1.5814000000000001","2.0","-1.6212","2.0","-1.6671","2.0","-1.719","2.0","-1.7759","2.0","-1.8370000000000002","2.0","-1.8770000000000002","2.0","-1.8175","2.0","-1.7662","2.0","-1.7267000000000001","2.0","-1.7005000000000001","2.0","-1.6976","2.0","-1.7098","2.0","-1.693","2.0","-1.6909","2.0","-1.7013","2.0","-1.7145000000000001","2.0","-1.7293","2.0","-1.7438","2.0","-1.7562","2.0","-1.7639","2.0","-1.7647","2.0","-1.7581","2.0","-1.7469000000000001","2.0","-1.7369","2.0","-1.7332","2.0","-1.7200000000000002","2.0","-1.7021000000000002","2.0","-1.6973","2.0","-1.6957","2.0","-1.6948","2.0","-1.6943000000000001","2.0","-1.6746","2.0","-1.6184","2.0","-1.569","2.0","-1.5283","2.0","-1.4979","2.0","-1.479","2.0","-1.4726000000000001","2.0"
"23","-1.6760000000000002","2.0","-1.6776","2.0","-1.6823000000000001","2.0","-1.69","2.0","-1.7000000000000002","2.0","-1.7109","2.0","-1.7187000000000001","2.0","-1.7169","2.0","-1.7031","2.0","-1.6806","2.0","-1.6521000000000001","2.0","-1.6172","2.0","-1.5704","2.0","-1.4985","2.0","-1.3980000000000001","2.0","-1.2986","2.0","-1.2312","2.0","-1.1883000000000001","2.0","-1.1551","2.0","-1.1260000000000001","2.0","-1.1","2.0","-1.0781","2.0","-1.0628","2.0","-1.0572000000000001","2.0","-1.0606","2.0","-1.0745","2.0","-1.0999","2.0","-1.1302","2.0","-1.1636","2.0","-1.199","2.0","-1.2356","2.0","-1.2723","2.0","-1.3081","2.0","-1.3465","2.0","-1.3992","2.0","-1.4543000000000001","2.0","-1.5104","2.0","-1.5661","2.0","-1.6189","2.0","-1.6648","2.0","-1.6863000000000001","2.0","-1.6819000000000002","2.0","-1.6842000000000001","2.0","-1.6483","2.0","-1.5863","2.0","-1.5153","2.0","-1.5106000000000002","2.0","-1.5419","2.0","-1.574","2.0","-1.6051000000000002","2.0","-1.6332","2.0","-1.6566","2.0","-1.6738","2.0","-1.6838000000000002","2.0","-1.6869","2.0","-1.6828","2.0","-1.6542000000000001","2.0","-1.5941","2.0","-1.5212","2.0","-1.4437","2.0","-1.3661","2.0","-1.2917","2.0","-1.2235","2.0","-1.1640000000000001","2.0","-1.1155","2.0","-1.0797","2.0","-1.058","2.0","-1.0572000000000001","2.0"
"24","-1.4128","2.0","-1.4147","2.0","-1.4198","2.0","-1.4266","2.0","-1.433","2.0","-1.4362000000000001","2.0","-1.4341000000000002","2.0","-1.4257","2.0","-1.4109","2.0","-1.3908","2.0","-1.3665","2.0","-1.3393000000000002","2.0","-1.3101","2.0","-1.2797","2.0","-1.2485000000000002","2.0","-1.2161","2.0","-1.1829","2.0","-1.1505","2.0","-1.1214","2.0","-1.0966","2.0","-1.0766","2.0","-1.062","2.0","-1.0532000000000001","2.0","-1.0505","2.0","-1.0568","2.0","-1.0706","2.0","-1.087","2.0","-1.1095000000000002","2.0","-1.1375000000000002","2.0","-1.1707","2.0","-1.2085000000000001","2.0","-1.2507000000000001","2.0","-1.2968","2.0","-1.3417000000000001","2.0","-1.3719000000000001","2.0","-1.3973","2.0","-1.4164","2.0","-1.4281000000000001","2.0","-1.4321000000000002","2.0","-1.4300000000000002","2.0","-1.4259","2.0","-1.4239000000000002","2.0","-1.4278","2.0","-1.4393","2.0","-1.4577","2.0","-1.4819","2.0","-1.4408","2.0","-1.3666","2.0","-1.2956","2.0","-1.2302","2.0","-1.1729","2.0","-1.1258000000000001","2.0","-1.0906","2.0","-1.0689000000000002","2.0","-1.0615","2.0","-1.0614000000000001","2.0","-1.0609000000000002","2.0","-1.0603","2.0","-1.0595","2.0","-1.0586","2.0","-1.0579","2.0","-1.0572000000000001","2.0","-1.0568","2.0","-1.0567","2.0","-1.0567","2.0","-1.0569000000000002","2.0","-1.057","2.0","-1.0505","2.0"
"25","-1.3982","2.0","-1.3994","2.0","-1.4023","2.0","-1.4056","2.0","-1.4075","2.0","-1.4062000000000001","2.0","-1.4001000000000001","2.0","-1.3886","2.0","-1.3717000000000001","2.0","-1.3499","2.0","-1.3235000000000001","2.0","-1.2931000000000001","2.0","-1.2584","2.0","-1.2174","2.0","-1.1631","2.0","-1.0768","2.0","-0.9428000000000001","2.0","-0.778","2.0","-0.6042000000000001","2.0","-0.43520000000000003","2.0","-0.28269999999999995","2.0","-0.15890000000000004","2.0","-0.07699999999999996","2.0","-0.04820000000000002","2.0","-0.08150000000000013","2.0","-0.17179999999999995","2.0","-0.29710000000000014","2.0","-0.43500000000000005","2.0","-0.5680000000000001","2.0","-0.6853","2.0","-0.7822","2.0","-0.8589","2.0","-0.9184000000000001","2.0","-0.9643","2.0","-0.9999","2.0","-1.0279","2.0","-1.0501","2.0","-1.0679","2.0","-1.0819","2.0","-1.0923","2.0","-1.0989","2.0","-1.1011","2.0","-1.0986","2.0","-1.0909","2.0","-1.0773000000000001","2.0","-1.0567","2.0","-1.0271000000000001","2.0","-0.9858","2.0","-0.9287000000000001","2.0","-0.8517000000000001","2.0","-0.7522000000000001","2.0","-0.6344000000000001","2.0","-0.5143000000000001","2.0","-0.4205000000000001","2.0","-0.3844000000000001","2.0","-0.3833000000000001","2.0","-0.3798","2.0","-0.37360000000000004","2.0","-0.3642000000000001","2.0","-0.3507","2.0","-0.3319000000000001","2.0","-0.3063","2.0","-0.272","2.0","-0.22760000000000002","2.0","-0.17359999999999998","2.0","-0.11560000000000015","2.0","-0.06750000000000012","2.0","-0.04820000000000002","2.0"
"26","4.229699999999999","0.0","4.2395","0.0","4.2683","0.0","4.314500000000001","0.0","4.375","0.0","4.4451","0.0","4.5166","0.0","4.571400000000001","0.0","4.565799999999999","0.0","4.450799999999999","0.0","4.258900000000001","0.0","4.0333000000000006","0.0","3.7928","0.0","3.5466","0.0","3.3008","0.0","3.0603000000000002","0.0","2.8302","0.0","2.6155","0.0","2.4222","0.0","2.2571","0.0","2.127","0.0","2.0382","0.0","1.9926","0.0","1.9842999999999997","0.0","1.9916999999999998","0.0","2.0133","0.0","2.0484","0.0","2.0954","0.0","2.1525","0.0","2.2175","0.0","2.288","0.0","2.3616","0.0","2.4358","0.0","2.5084","0.0","2.5772","0.0","2.6405","0.0","2.6965999999999997","0.0","2.7442999999999995","0.0","2.7823999999999995","0.0","2.8103000000000002","0.0","2.8272","0.0","2.8329","0.0","2.8275","0.0","2.8114000000000003","0.0","2.7853","0.0","2.7503999999999995","0.0","2.7083","0.0","2.6611","0.0","2.6116","0.0","2.5625","0.0","2.5169","0.0","2.4778","0.0","2.4478","0.0","2.4288","0.0","2.4224","0.0","2.4165","0.0","2.3992","0.0","2.3710999999999998","0.0","2.3335","0.0","2.2883","0.0","2.2378","0.0","2.1848","0.0","2.1326","0.0","2.0842","0.0","2.0427999999999997","0.0","2.0111","0.0","1.9910999999999999","0.0","1.9842999999999997","0.0"
"27","5.1511","0.0","5.153700000000001","0.0","5.1591000000000005","0.0","5.158899999999999","0.0","5.1395","0.0","5.0908","0.0","5.0108999999999995","0.0","4.901","0.0","4.7636","0.0","4.597899999999999","0.0","4.406000000000001","0.0","4.1945","0.0","3.9693","0.0","3.7349","0.0","3.4960999999999998","0.0","3.257","0.0","3.0222","0.0","2.7963999999999998","0.0","2.5848999999999998","0.0","2.3941","0.0","2.2312","0.0","2.1045","0.0","2.0221999999999998","0.0","1.9893","0.0","2.0284","0.0","2.1398","0.0","2.3104","0.0","2.5265999999999997","0.0","2.7757","0.0","3.0471","0.0","3.3312000000000004","0.0","3.6191","0.0","3.9025000000000003","0.0","4.172700000000001","0.0","4.4216999999999995","0.0","4.6419999999999995","0.0","4.8278","0.0","4.9757","0.0","5.0863","0.0","5.1631","0.0","5.2097999999999995","0.0","5.225999999999999","0.0","5.2202","0.0","5.1996","0.0","5.149100000000001","0.0","5.029400000000001","0.0","4.798500000000001","0.0","4.4764","0.0","4.1097","0.0","3.7307","0.0","3.3625000000000003","0.0","3.0269999999999997","0.0","2.7501","0.0","2.5629999999999997","0.0","2.496","0.0","2.4898","0.0","2.4712","0.0","2.4412","0.0","2.401","0.0","2.3524","0.0","2.2978","0.0","2.2399999999999998","0.0","2.1822","0.0","2.1273999999999997","0.0","2.0784","0.0","2.037","0.0","2.0042999999999997","0.0","1.9893","0.0"
