         211 -0.929283977     -0.770156026     -0.406118989     -0.378087014     -0.120044000      0.200918004       4.14048910       6.54113913       6.80826283       7.07600880       7.51703119       7.73723221       8.30757999    
         212 -0.929471016     -0.770268023     -0.405970991     -0.378035009     -0.120039001      0.202226996       4.13775587       6.54499197       6.80876493       7.09389400       7.53705883       7.80922508       8.28425217    
         213 -0.929534972     -0.770304978     -0.405921012     -0.378017992     -0.120038003      0.202665001       4.13682604       6.53971291       6.81241512       7.07536507       7.52072191       7.92819309       8.24520683    
         214 -0.929648995     -0.770408988     -0.405620992     -0.378057986     -0.120105997      0.202708006       4.13686895       6.54451895       6.80963182       7.07701492       7.45876694       7.51796913       8.23194695    
         215 -0.929993987     -0.770717025     -0.404722989     -0.378176987     -0.120309003      0.202837005       4.13662195       6.54251623       6.80998278       7.07685184       7.51625586       7.65820885       8.26033497    
         216 -0.930567980     -0.771223009     -0.403232008     -0.378374994     -0.120646998      0.203052998       4.13615084       6.53484392       6.81661415       7.07558823       7.51550007       7.72182417       8.45438385    
         217 -0.931373000     -0.771912992     -0.401161999     -0.378652990     -0.121119998      0.203354999       4.13538313       6.53713989       6.81395388       7.07527399       7.51357508       7.82740116       8.26180935    
         218 -0.932412028     -0.772772014     -0.398526996     -0.379009008     -0.121728003      0.203743994       4.13491297       6.54282618       6.81581306       7.07585001       7.57577896       7.69692707       8.35144901    
         219 -0.933682978     -0.773774981     -0.395343006     -0.379438996     -0.122465000      0.204223007       4.13351393       6.53997993       6.81800318       7.07368517       7.51819515       7.70827389       8.30356121    
         220 -0.935193002     -0.774906993     -0.391636014     -0.379949003     -0.123337999      0.204788998       4.13225222       6.53876495       6.81965017       7.07730722       7.67405701       7.61318302       8.57050419    
         221 -0.936941028     -0.776138008     -0.387425005     -0.380533993     -0.124343000      0.205442995       4.13077307       6.54033613       6.82209682       7.11690283       7.54029512       7.79177380       8.22422791    
         222 -0.938929975     -0.777444005     -0.382739007     -0.381195009     -0.125478998      0.206187993       4.12929201       6.53761816       6.82382822       7.08431196       7.48178816       7.49936914       8.25068092    
         223 -0.941156983     -0.778798997     -0.381918997     -0.377611011     -0.126744002      0.207023993       4.12750578       6.53024483       6.82775021       7.07527113       7.49445295       7.56445408       8.16727161    
         224 -0.943623006     -0.780179024     -0.382746994     -0.372027010     -0.128138006      0.207950994       4.12568712       6.52384996       6.83325577       7.08569717       7.49663305       7.56457996       8.22585869    
         225 -0.946327984     -0.781557977     -0.383628994     -0.366062999     -0.129659995      0.208972007       4.12352180       6.52531624       6.84078979       7.07564211       7.66095209       7.81631279       8.26624775    
         226 -0.949266016     -0.782916009     -0.384584010     -0.359726012     -0.131307006      0.210088000       4.12102699       6.52530622       6.84156895       7.07505178       7.41318178       7.50081110       8.25127602    
         227 -0.952432990     -0.784229994     -0.385607004     -0.353042006     -0.133079007      0.211300001       4.11856985       6.52022505       6.84278584       7.10459995       7.45653200       7.51623011       8.16849232    
         228 -0.955823004     -0.785485029     -0.386698991     -0.346033990     -0.134972006      0.212608993       4.11596394       6.51447010       6.85301208       7.09762716       7.57431602       7.87569714       8.15072441    
         229 -0.959425986     -0.786665022     -0.387856007     -0.338728994     -0.136986002      0.214019001       4.11329079       6.52037621       6.85086298       7.08014107       7.34711695       7.49891090       8.19442177    
         230 -0.963231981     -0.787757993     -0.389077991     -0.331146985     -0.139117002      0.215529993       4.11017895       6.50380707       6.85498524       7.08470917       7.40884590       7.52694702       8.22062206    
         231 -0.967230022     -0.788753986     -0.390361995     -0.323311001     -0.141363993      0.217144996       4.10698509       6.50419617       6.86267614       7.07770491       7.35316896       7.50214577       8.15268993    
         232 -0.971405983     -0.789646029     -0.391705990     -0.315241009     -0.143724993      0.218867004       4.10358286       6.50322485       6.86436605       7.10169792       7.28019524       7.48820591       8.19697571    
         233 -0.975750983     -0.790430009     -0.393108010     -0.306957006     -0.146198004      0.220696002       4.10010386       6.49386883       6.86774683       7.09666491       7.26364183       7.48244810       8.09041595    
         234 -0.980247021     -0.791101992     -0.394564986     -0.298476994     -0.148780003      0.222636998       4.09652376       6.48086405       6.87490082       7.08139801       7.24045897       7.50308704       8.29045105    
         235 -0.984875977     -0.791661024     -0.396077007     -0.289817005     -0.151466995      0.224692002       4.09261894       6.47402477       6.87788200       7.07718992       7.26994801       7.51811218       8.15211105    
         236 -0.989628017     -0.792109013     -0.397641003     -0.280995011     -0.154257998      0.226864994       4.08886099       6.46295595       6.87676811       7.07830000       7.20185280       7.60873318       8.18729687    
         237 -0.994484007     -0.792445004     -0.399253011     -0.272024989     -0.157149002      0.229157999       4.08451796       6.45608521       6.87733316       7.09437895       7.18615580       7.46476698       8.17615604    
         238 -0.999430001     -0.792672992     -0.400911987     -0.262921989     -0.160137996      0.231574997       4.08043718       6.43814278       6.90139914       7.09785986       7.28575420       7.48143721       8.16423225    
         239  -1.00444806     -0.792795002     -0.402613997     -0.253699005     -0.163221002      0.234118998       4.07580709       6.42047882       6.90160084       7.08017302       7.19310522       7.45913887       8.15573311    
         240  -1.00952399     -0.792815030     -0.404356003     -0.244369000     -0.166396007      0.236796007       4.07120800       6.40344810       6.87766218       7.10892010       7.14415407       7.48696518       8.16549110    
         241  -1.01464295     -0.792738020     -0.406138986     -0.234944999     -0.169661000      0.239607006       4.06667089       6.39415121       6.88214493       7.08089399       7.14381123       7.45472717       8.17851257    
         242  -1.01979101     -0.792567015     -0.407950997     -0.225435004     -0.173007995      0.242560998       4.06159687       6.37081909       6.86470318       7.09928179       7.13335896       7.48209381       8.15366745    
         243  -1.02495003     -0.792307019     -0.409794003     -0.215852007     -0.176437005      0.245660007       4.05679178       6.34900379       6.85611916       7.10780287       7.14826584       7.44010305       8.13465405    
         244  -1.03011203     -0.791962981     -0.411664993     -0.206205994     -0.179942995      0.248908997       4.05158377       6.32426119       6.85668707       7.08351421       7.14440584       7.45760584       8.16808319    
         245  -1.03525698     -0.791539013     -0.413562000     -0.196503997     -0.183524996      0.252312988       4.04660416       6.30404282       6.85274076       7.08477592       7.15859699       7.43312311       8.21102047    
         246  -1.04038405     -0.791038990     -0.415477991     -0.187186003     -0.186752006      0.255878001       4.04130316       6.27341413       6.83187485       7.09036398       7.14104080       7.45436382       8.12452793    
         247  -1.04547405     -0.790470004     -0.417412996     -0.190895006     -0.176984996      0.259609997       4.03566217       6.24263096       6.88725424       7.09280920       7.19759321       7.45533800       8.15913486    
         248  -1.05051804     -0.789834976     -0.419360995     -0.194677994     -0.167181998      0.263514996       4.03009081       6.21847200       6.90703011       7.09446383       7.29396296       7.47357416       8.18466473    
         249  -1.05550504     -0.789138019     -0.421319991     -0.198519006     -0.157361001      0.267600000       4.02449989       6.18069315       6.82604694       7.08897114       7.16897392       7.41483402       8.12139416    
         250  -1.06042397     -0.788381994     -0.423285007     -0.202416003     -0.147529006      0.271871001       4.01850510       6.14429379       6.79921484       7.13188410       7.17512894       7.41293907       8.12115574    
         251  -1.06527400     -0.787572980     -0.425251991     -0.206365004     -0.137695000      0.276336014       4.01265383       6.11097622       6.85149479       7.08956289       7.19875288       7.43955183       8.11278725    
         252  -1.07003403     -0.786711991     -0.427210987     -0.210357994     -0.127863005      0.281004012       4.00698614       6.06908512       6.79877615       7.10889101       7.19634390       7.45814514       8.15498638    
         253  -1.07471097     -0.785807014     -0.429167986     -0.214396998     -0.118046001      0.285878986       4.00070906       6.02935410       6.77924490       7.09026384       7.20690489       7.41428280       8.11207008    
         254  -1.07928801     -0.784856975     -0.431113005     -0.218474999     -0.108246997      0.290971994       3.99514699       5.98905277       6.80825901       7.09388590       7.22276306       7.40805578       8.28806591    
         255  -1.08376598     -0.783867002     -0.433043987     -0.222584993      -9.84740034E-02  0.296290010       3.98850393       5.94711685       6.77029181       7.21839809       7.23502398       7.40978384       8.11427212    
         256  -1.08814001     -0.782842994     -0.434953988     -0.226726994      -8.87340009E-02  0.301842004       3.98269010       5.90257311       6.81869984       7.09293318       7.24529314       7.41100311       8.24242496    
         257  -1.09239995     -0.781783998     -0.436836988     -0.230895996      -7.90319964E-02  0.307639003       3.97602105       5.86026096       6.76180696       7.17480612       7.26176977       7.40409899       8.08617401    
         258  -1.09654903     -0.780695021     -0.438692003     -0.235085994      -6.93750009E-02  0.313688010       3.96965694       5.81302404       6.75940323       7.09164286       7.27570915       7.39382219       8.09614182    
         259  -1.10058105     -0.779577971     -0.440512002     -0.239294007      -5.97690009E-02  0.319999009       3.96318412       5.76708317       6.75733709       7.09573317       7.32809877       7.37877512       8.09910965    
         260  -1.10449600     -0.778437018     -0.442292005     -0.243514001      -5.02200015E-02  0.326584011       3.95744300       5.72182608       6.75293207       7.11322021       7.32465887       7.42260218       8.22216892    
         261  -1.10829306     -0.777275026     -0.444027007     -0.247742996      -4.07340005E-02  0.333451003       3.95035696       5.67348099       6.75067616       7.09483480       7.32164621       7.37041712       8.09076214    
         262  -1.11197102     -0.776091993     -0.445712000     -0.251976997      -3.13169993E-02  0.340609998       3.94406891       5.62519884       6.74845505       7.09580278       7.34952307       7.36302900       8.10604000    
         263  -1.11552799     -0.774892986     -0.447340012     -0.256209999      -2.19739992E-02  0.348073006       3.93733692       5.57702780       6.74628592       7.09515715       7.35797882       7.36843300       8.06042004    
         264  -1.11897004     -0.773679018     -0.448909014     -0.260437995      -1.27130002E-02  0.355848998       3.93079400       5.52959681       6.76979399       7.09064198       7.36273384       7.40538883       8.13061333    
         265  -1.12229204     -0.772454977     -0.450408995     -0.264658988      -3.53699992E-03  0.363950014       3.92461109       5.48230696       6.75870323       7.11687422       7.36563015       7.41463804       8.30087185    
         266  -1.12549901     -0.771220982     -0.451837003     -0.268866003       5.54799987E-03  0.372384012       3.91784310       5.42980194       6.76272583       7.09336185       7.35923719       7.40065908       8.10402679    
         267  -1.12859201     -0.769979000     -0.453188002     -0.273054004       1.45359999E-02  0.381161988       3.91122890       5.38076687       6.74154902       7.09404278       7.35021305       7.41972208       8.06120872    
         268  -1.13157403     -0.768733025     -0.454454988     -0.277222008       2.34200004E-02  0.390293002       3.90452409       5.33022118       6.74124622       7.09129190       7.34808493       7.43574619       8.27948761    
