"","KPoint 1","","KPoint 2","","KPoint 3","","KPoint 4","","KPoint 5","","KPoint 6","","KPoint 7","","KPoint 8","","KPoint 9","","KPoint 10","","KPoint 11","","KPoint 12","","KPoint 13","","KPoint 14","","KPoint 15","","KPoint 16","","KPoint 17","","KPoint 18","","KPoint 19","","KPoint 20","","KPoint 21","","KPoint 22","","KPoint 23","","KPoint 24","","KPoint 25","","KPoint 26","","KPoint 27","","KPoint 28","","KPoint 29","","KPoint 30","","KPoint 31","","KPoint 32","","KPoint 33","","KPoint 34","","KPoint 35","","KPoint 36","","KPoint 37","","KPoint 38","","KPoint 39","","KPoint 40","","KPoint 41","","KPoint 42","","KPoint 43","","KPoint 44","","KPoint 45","","KPoint 46","","KPoint 47","","KPoint 48","","KPoint 49","","KPoint 50","","KPoint 51","","KPoint 52","","KPoint 53","","KPoint 54","","KPoint 55","","KPoint 56","","KPoint 57","","KPoint 58","","KPoint 59","","KPoint 60","","KPoint 61","","KPoint 62","","KPoint 63","","KPoint 64","","KPoint 65","","KPoint 66","","KPoint 67","","KPoint 68",""
"Band","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ"
"26","3.4942","0.0","3.5035999999999996","0.0","3.5309999999999997","0.0","3.5747999999999998","0.0","3.6319999999999997","0.0","3.6982","0.0","3.7656","0.0","3.8193","0.0","3.825","0.0","3.7378","0.0","3.5725999999999996","0.0","3.37","0.0","3.1504000000000003","0.0","2.9234999999999998","0.0","2.6952","0.0","2.4700999999999995","0.0","2.2525999999999997","0.0","2.0476","0.0","1.8605","0.0","1.6982","0.0","1.5682","0.0","1.4779999999999998","0.0","1.4310999999999998","0.0","1.4219999999999997","0.0","1.4295999999999998","0.0","1.4518999999999997","0.0","1.4878","0.0","1.5356","0.0","1.5932","0.0","1.6582","0.0","1.7279","0.0","1.7999999999999998","0.0","1.8721","0.0","1.9419","0.0","2.0076","0.0","2.0676","0.0","2.1205","0.0","2.1652","0.0","2.2008","0.0","2.2268","0.0","2.2424999999999997","0.0","2.2478","0.0","2.2428","0.0","2.2278","0.0","2.2034","0.0","2.1706","0.0","2.1307","0.0","2.0858","0.0","2.0381","0.0","1.9905","0.0","1.9459","0.0","1.9072999999999998","0.0","1.8773999999999997","0.0","1.8584999999999998","0.0","1.8519999999999999","0.0","1.8464999999999998","0.0","1.83","0.0","1.8033000000000001","0.0","1.7673","0.0","1.7237","0.0","1.6745999999999999","0.0","1.6227999999999998","0.0","1.5711","0.0","1.5230000000000001","0.0","1.4813999999999998","0.0","1.4493","0.0","1.4289999999999998","0.0","1.4219999999999997","0.0"
"27","4.4249","0.0","4.4272","0.0","4.4315","0.0","4.4298","0.0","4.409","0.0","4.3598","0.0","4.2816","0.0","4.1767","0.0","4.0463","0.0","3.8901000000000003","0.0","3.7116","0.0","3.5164","0.0","3.3091","0.0","3.0931999999999995","0.0","2.8724","0.0","2.6504000000000003","0.0","2.4309","0.0","2.2180999999999997","0.0","2.0166","0.0","1.8323","0.0","1.6724","0.0","1.5459","0.0","1.4621999999999997","0.0","1.4291","0.0","1.4691999999999998","0.0","1.5816","0.0","1.7504","0.0","1.96","0.0","2.1978999999999997","0.0","2.4537","0.0","2.7188","0.0","2.9854000000000003","0.0","3.2466","0.0","3.4951","0.0","3.7245999999999997","0.0","3.9287","0.0","4.1027","0.0","4.2434","0.0","4.3505","0.0","4.4263","0.0","4.473","0.0","4.4894","0.0","4.4835","0.0","4.4629","0.0","4.4132","0.0","4.2985999999999995","0.0","4.0838","0.0","3.7878999999999996","0.0","3.4511000000000003","0.0","3.1014","0.0","2.7592","0.0","2.4442","0.0","2.1802","0.0","1.9985999999999997","0.0","1.9327999999999999","0.0","1.9268","0.0","1.9091999999999998","0.0","1.8805999999999998","0.0","1.842","0.0","1.7948999999999997","0.0","1.7414999999999998","0.0","1.6844000000000001","0.0","1.6263999999999998","0.0","1.5707","0.0","1.5204","0.0","1.4775","0.0","1.444","0.0","1.4291","0.0"
"28","4.5786999999999995","0.0","4.5734","0.0","4.5584","0.0","4.5361","0.0","4.5071","0.0","4.4631","0.0","4.3903","0.0","4.2885","0.0","4.1836","0.0","4.1052","0.0","4.0059","0.0","3.8473999999999995","0.0","3.6509","0.0","3.4364999999999997","0.0","3.2143999999999995","0.0","2.9897","0.0","2.766","0.0","2.5464","0.0","2.3343","0.0","2.1342","0.0","1.9525000000000001","0.0","1.7995","0.0","1.6911","0.0","1.6503","0.0","1.694","0.0","1.8165","0.0","1.9981","0.0","2.2191","0.0","2.4652000000000003","0.0","2.7270000000000003","0.0","2.9982999999999995","0.0","3.2748","0.0","3.553","0.0","3.8296","0.0","4.1001","0.0","4.3586","0.0","4.5959","0.0","4.7898","0.0","4.8585","0.0","4.8137","0.0","4.768","0.0","4.7503","0.0","4.7593","0.0","4.7822","0.0","4.7995","0.0","4.7688","0.0","4.7152","0.0","4.6844","0.0","4.671","0.0","4.6662","0.0","4.6654","0.0","4.6662","0.0","4.6674","0.0","4.6684","0.0","4.6688","0.0","4.6247","0.0","4.4973","0.0","4.2988","0.0","4.044","0.0","3.7477","0.0","3.4237","0.0","3.0851999999999995","0.0","2.7447999999999997","0.0","2.4164","0.0","2.1170999999999998","0.0","1.8702","0.0","1.7064","0.0","1.6503","0.0"
"29","4.8482","0.0","4.8556","0.0","4.8744","0.0","4.8947","0.0","4.8987","0.0","4.8865","0.0","4.8629999999999995","0.0","4.808","0.0","4.7021999999999995","0.0","4.5924","0.0","4.5401","0.0","4.5512","0.0","4.5816","0.0","4.5889","0.0","4.5559","0.0","4.4958","0.0","4.4257","0.0","4.3558","0.0","4.2915","0.0","4.2358","0.0","4.1909","0.0","4.158","0.0","4.1379","0.0","4.1311","0.0","4.1375","0.0","4.1567","0.0","4.1884","0.0","4.2324","0.0","4.288","0.0","4.3548","0.0","4.4318","0.0","4.518","0.0","4.6114","0.0","4.7089","0.0","4.804","0.0","4.8843","0.0","4.9353","0.0","4.959","0.0","4.9687","0.0","4.9728","0.0","4.9745","0.0","4.975","0.0","4.9746","0.0","4.9738999999999995","0.0","4.9733","0.0","4.9732","0.0","4.9729","0.0","4.971","0.0","4.9656","0.0","4.9564","0.0","4.9444","0.0","4.9319","0.0","4.9211","0.0","4.9138","0.0","4.9113","0.0","4.915","0.0","4.9188","0.0","4.8755999999999995","0.0","4.7698","0.0","4.6524","0.0","4.5398","0.0","4.4369","0.0","4.3467","0.0","4.2707","0.0","4.2103","0.0","4.1666","0.0","4.14","0.0","4.1311","0.0"
"30","4.9444","0.0","4.9436","0.0","4.9411","0.0","4.9413","0.0","4.9606","0.0","5.0014","0.0","5.0553","0.0","5.0333","0.0","4.9924","0.0","4.9835","0.0","4.9801","0.0","4.9703","0.0","4.9594","0.0","4.9718","0.0","5.0252","0.0","5.1108","0.0","5.2148","0.0","5.3285","0.0","5.445","0.0","5.5522","0.0","5.6246","0.0","5.6524","0.0","5.659","0.0","5.66","0.0","5.6649","0.0","5.6786","0.0","5.6982","0.0","5.6769","0.0","5.554","0.0","5.4421","0.0","5.3455","0.0","5.2665","0.0","5.2066","0.0","5.1666","0.0","5.1489","0.0","5.1602","0.0","5.1624","0.0","5.0775","0.0","5.0958","0.0","5.2035","0.0","5.2861","0.0","5.3154","0.0","5.2884","0.0","5.2091","0.0","5.1063","0.0","5.0674","0.0","5.1197","0.0","5.2145","0.0","5.2646999999999995","0.0","5.2439","0.0","5.2279","0.0","5.2162","0.0","5.2081","0.0","5.2033","0.0","5.2017999999999995","0.0","5.162","0.0","5.0782","0.0","5.035","0.0","5.0668999999999995","0.0","5.1319","0.0","5.2186","0.0","5.3239","0.0","5.4458","0.0","5.5813","0.0","5.6681","0.0","5.6635","0.0","5.6608","0.0","5.66","0.0"
"31","4.9793","0.0","4.9874","0.0","5.0136","0.0","5.0595","0.0","5.1212","0.0","5.1763","0.0","5.1259","0.0","5.1213","0.0","5.1886","0.0","5.2524999999999995","0.0","5.3046999999999995","0.0","5.3447","0.0","5.3857","0.0","5.4379","0.0","5.5001","0.0","5.5659","0.0","5.6282","0.0","5.6807","0.0","5.7214","0.0","5.7593","0.0","5.8206999999999995","0.0","5.9169","0.0","6.018","0.0","6.0719","0.0","6.0287999999999995","0.0","5.9281","0.0","5.8049","0.0","5.7184","0.0","5.7317","0.0","5.7286","0.0","5.7008","0.0","5.6465","0.0","5.5708","0.0","5.4798","0.0","5.3781","0.0","5.2698","0.0","5.2067","0.0","5.2762","0.0","5.3444","0.0","5.3951","0.0","5.4239","0.0","5.433","0.0","5.4271","0.0","5.4102","0.0","5.3846","0.0","5.3536","0.0","5.3212","0.0","5.2907","0.0","5.329","0.0","5.4527","0.0","5.5773","0.0","5.693","0.0","5.7883","0.0","5.7669","0.0","5.7588","0.0","5.8032","0.0","5.8452","0.0","5.8137","0.0","5.7793","0.0","5.7474","0.0","5.7209","0.0","5.7005","0.0","5.6856","0.0","5.6752","0.0","5.7261","0.0","5.8732","0.0","6.006","0.0","6.0719","0.0"
"32","5.6811","0.0","5.6625","0.0","5.6085","0.0","5.5245999999999995","0.0","5.4202","0.0","5.3215","0.0","5.337","0.0","5.4266","0.0","5.5257","0.0","5.6063","0.0","5.6463","0.0","5.6883","0.0","5.7569","0.0","5.844","0.0","5.9384","0.0","6.0301","0.0","6.11","0.0","6.1718","0.0","6.216","0.0","6.2479","0.0","6.2693","0.0","6.2764999999999995","0.0","6.2609","0.0","6.2383999999999995","0.0","6.2346","0.0","6.2232","0.0","6.2035","0.0","6.1754","0.0","6.1404","0.0","6.1033","0.0","6.0701","0.0","6.0427","0.0","6.0165999999999995","0.0","5.9866","0.0","5.9524","0.0","5.9193999999999996","0.0","5.8957999999999995","0.0","5.8867","0.0","5.8915999999999995","0.0","5.9045","0.0","5.9171","0.0","5.9223","0.0","5.9171","0.0","5.9121","0.0","5.9254","0.0","5.9632","0.0","5.9802","0.0","5.961","0.0","5.9422","0.0","5.9126","0.0","5.8706","0.0","5.8267","0.0","5.7909","0.0","5.8529","0.0","5.8755999999999995","0.0","5.8675999999999995","0.0","5.9082","0.0","6.0356","0.0","6.1647","0.0","6.2841","0.0","6.3862","0.0","6.3717","0.0","6.3345","0.0","6.3014","0.0","6.2743","0.0","6.2545","0.0","6.2424","0.0","6.2383999999999995","0.0"
"33","6.0965","0.0","6.0835","0.0","6.0469","0.0","5.9944999999999995","0.0","5.9401","0.0","5.9003","0.0","5.8850999999999996","0.0","5.8763","0.0","5.8436","0.0","5.8339","0.0","5.9002","0.0","6.0111","0.0","6.1272","0.0","6.2322999999999995","0.0","6.3229999999999995","0.0","6.4037","0.0","6.471500000000001","0.0","6.4984","0.0","6.501799999999999","0.0","6.495900000000001","0.0","6.477","0.0","6.4431","0.0","6.4066","0.0","6.3919","0.0","6.4058","0.0","6.4205","0.0","6.4125","0.0","6.3850999999999996","0.0","6.3467","0.0","6.3019","0.0","6.2508","0.0","6.1923","0.0","6.1296","0.0","6.0696","0.0","6.0183","0.0","5.9798","0.0","5.9578","0.0","5.9564","0.0","5.9783","0.0","6.0196","0.0","6.0634","0.0","6.0828999999999995","0.0","6.0762","0.0","6.0578","0.0","6.0321","0.0","6.0046","0.0","6.0224","0.0","6.0965","0.0","6.1786","0.0","6.1894","0.0","6.2315","0.0","6.3134","0.0","6.4229","0.0","6.4693000000000005","0.0","6.4762","0.0","6.4788","0.0","6.483499999999999","0.0","6.4825","0.0","6.4697","0.0","6.4441","0.0","6.4097","0.0","6.4666999999999994","0.0","6.5244","0.0","6.5586","0.0","6.5617","0.0","6.5198","0.0","6.4418","0.0","6.3919","0.0"
"34","6.2814","0.0","6.2719","0.0","6.2452","0.0","6.2058","0.0","6.1575","0.0","6.1034","0.0","6.0498","0.0","6.0243","0.0","6.0657","0.0","6.1507","0.0","6.2492","0.0","6.342","0.0","6.4183","0.0","6.4763","0.0","6.5151","0.0","6.5335","0.0","6.548500000000001","0.0","6.6045","0.0","6.683199999999999","0.0","6.7514","0.0","6.786099999999999","0.0","6.7882","0.0","6.7849","0.0","6.7842","0.0","6.789199999999999","0.0","6.8041","0.0","6.812799999999999","0.0","6.7744","0.0","6.6882","0.0","6.5906","0.0","6.5047","0.0","6.4427","0.0","6.4077","0.0","6.3967","0.0","6.4061","0.0","6.4328","0.0","6.4727","0.0","6.519299999999999","0.0","6.5616","0.0","6.586","0.0","6.5802","0.0","6.573","0.0","6.5718","0.0","6.5375","0.0","6.478999999999999","0.0","6.4033999999999995","0.0","6.3221","0.0","6.2478","0.0","6.1971","0.0","6.262","0.0","6.3391","0.0","6.4023","0.0","6.4459","0.0","6.5466999999999995","0.0","6.635199999999999","0.0","6.6402","0.0","6.6541","0.0","6.6739","0.0","6.6972000000000005","0.0","6.7239","0.0","6.7547","0.0","6.7881","0.0","6.816599999999999","0.0","6.8269","0.0","6.812799999999999","0.0","6.793200000000001","0.0","6.785299999999999","0.0","6.7842","0.0"
"35","6.9123","0.0","6.903700000000001","0.0","6.8758","0.0","6.8253","0.0","6.754","0.0","6.6747","0.0","6.6061","0.0","6.5632","0.0","6.551500000000001","0.0","6.5684000000000005","0.0","6.6091999999999995","0.0","6.672499999999999","0.0","6.7554","0.0","6.838900000000001","0.0","6.8742","0.0","6.8584","0.0","6.8408999999999995","0.0","6.8345","0.0","6.840999999999999","0.0","6.856999999999999","0.0","6.882199999999999","0.0","6.914999999999999","0.0","6.9366","0.0","6.9429","0.0","6.935499999999999","0.0","6.9125","0.0","6.8749","0.0","6.831199999999999","0.0","6.793900000000001","0.0","6.7721","0.0","6.768000000000001","0.0","6.776","0.0","6.7849","0.0","6.780200000000001","0.0","6.7551000000000005","0.0","6.719899999999999","0.0","6.6865000000000006","0.0","6.6562","0.0","6.627000000000001","0.0","6.600199999999999","0.0","6.5878","0.0","6.5832999999999995","0.0","6.576599999999999","0.0","6.5868","0.0","6.606400000000001","0.0","6.6358999999999995","0.0","6.674300000000001","0.0","6.7197","0.0","6.7696000000000005","0.0","6.8199000000000005","0.0","6.865600000000001","0.0","6.902900000000001","0.0","6.881600000000001","0.0","6.8192","0.0","6.7501999999999995","0.0","6.755000000000001","0.0","6.7707","0.0","6.8002","0.0","6.8453","0.0","6.9046","0.0","6.9716000000000005","0.0","7.033899999999999","0.0","7.0733","0.0","7.0478000000000005","0.0","7.004","0.0","6.970599999999999","0.0","6.9498999999999995","0.0","6.9429","0.0"
"36","7.2988","0.0","7.2837","0.0","7.244999999999999","0.0","7.1975","0.0","7.153700000000001","0.0","7.115600000000001","0.0","7.08","0.0","7.0479","0.0","7.026199999999999","0.0","7.0236","0.0","7.045400000000001","0.0","7.082699999999999","0.0","7.0893","0.0","7.0512","0.0","7.051","0.0","7.094099999999999","0.0","7.121599999999999","0.0","7.1226","0.0","7.1083","0.0","7.0954999999999995","0.0","7.0944","0.0","7.0969999999999995","0.0","7.0984","0.0","7.0992","0.0","7.0929","0.0","7.067500000000001","0.0","7.027699999999999","0.0","7.0112000000000005","0.0","7.0234000000000005","0.0","7.0359","0.0","7.036099999999999","0.0","7.0236","0.0","7.0024","0.0","6.9773","0.0","6.952400000000001","0.0","6.9298","0.0","6.91","0.0","6.8911","0.0","6.8718","0.0","6.855","0.0","6.8467","0.0","6.8452","0.0","6.8437","0.0","6.842499999999999","0.0","6.846500000000001","0.0","6.856299999999999","0.0","6.869199999999999","0.0","6.8828","0.0","6.895300000000001","0.0","6.9053","0.0","6.910399999999999","0.0","6.9061","0.0","6.9323","0.0","6.9536999999999995","0.0","6.962","0.0","6.9733","0.0","7.004","0.0","7.0459","0.0","7.0891","0.0","7.1242","0.0","7.1439","0.0","7.1358","0.0","7.0966000000000005","0.0","7.0847","0.0","7.087199999999999","0.0","7.0924","0.0","7.0974","0.0","7.0992","0.0"
"37","7.4808","0.0","7.4778","0.0","7.4663","0.0","7.4442","0.0","7.415699999999999","0.0","7.3909","0.0","7.378299999999999","0.0","7.3774999999999995","0.0","7.3788","0.0","7.3675999999999995","0.0","7.3322","0.0","7.2821","0.0","7.270899999999999","0.0","7.322100000000001","0.0","7.3751999999999995","0.0","7.418699999999999","0.0","7.4704","0.0","7.5242","0.0","7.5412","0.0","7.4955","0.0","7.4749","0.0","7.491099999999999","0.0","7.5276","0.0","7.5512999999999995","0.0","7.5478000000000005","0.0","7.545299999999999","0.0","7.548500000000001","0.0","7.582699999999999","0.0","7.635","0.0","7.648","0.0","7.5533","0.0","7.4114","0.0","7.270899999999999","0.0","7.162599999999999","0.0","7.1006","0.0","7.074400000000001","0.0","7.0684000000000005","0.0","7.076700000000001","0.0","7.097099999999999","0.0","7.1236999999999995","0.0","7.1464","0.0","7.1554","0.0","7.162800000000001","0.0","7.1835","0.0","7.214499999999999","0.0","7.2513000000000005","0.0","7.286300000000001","0.0","7.3035","0.0","7.287699999999999","0.0","7.2551000000000005","0.0","7.2354","0.0","7.245900000000001","0.0","7.242800000000001","0.0","7.1549","0.0","7.1264","0.0","7.135199999999999","0.0","7.160399999999999","0.0","7.1975","0.0","7.239800000000001","0.0","7.2789","0.0","7.3085","0.0","7.2921","0.0","7.3088999999999995","0.0","7.3543","0.0","7.4167000000000005","0.0","7.487299999999999","0.0","7.5404","0.0","7.5512999999999995","0.0"
"38","7.833","0.0","7.8301","0.0","7.825900000000001","0.0","7.8293","0.0","7.843299999999999","0.0","7.8626000000000005","0.0","7.876799999999999","0.0","7.871700000000001","0.0","7.8324","0.0","7.7636","0.0","7.6892","0.0","7.624599999999999","0.0","7.575099999999999","0.0","7.5504","0.0","7.5669","0.0","7.611800000000001","0.0","7.635400000000001","0.0","7.6083","0.0","7.578899999999999","0.0","7.601100000000001","0.0","7.6097","0.0","7.6045","0.0","7.591799999999999","0.0","7.580299999999999","0.0","7.5657","0.0","7.550599999999999","0.0","7.5769","0.0","7.6236","0.0","7.6766000000000005","0.0","7.723000000000001","0.0","7.754300000000001","0.0","7.7683","0.0","7.7667","0.0","7.7515","0.0","7.7219999999999995","0.0","7.6754999999999995","0.0","7.611700000000001","0.0","7.5403","0.0","7.4795","0.0","7.4435","0.0","7.4314","0.0","7.430199999999999","0.0","7.4346","0.0","7.452400000000001","0.0","7.4901","0.0","7.546200000000001","0.0","7.6096","0.0","7.644299999999999","0.0","7.6355","0.0","7.6059","0.0","7.500399999999999","0.0","7.3698","0.0","7.289300000000001","0.0","7.3553","0.0","7.400399999999999","0.0","7.4077","0.0","7.428699999999999","0.0","7.450799999999999","0.0","7.423","0.0","7.369299999999999","0.0","7.317500000000001","0.0","7.330399999999999","0.0","7.3589","0.0","7.4055","0.0","7.460699999999999","0.0","7.508900000000001","0.0","7.5512999999999995","0.0","7.580299999999999","0.0"
"39","8.3164","0.0","8.3002","0.0","8.266399999999999","0.0","8.2313","0.0","8.1982","0.0","8.1641","0.0","8.1258","0.0","8.087299999999999","0.0","8.0653","0.0","8.072","0.0","8.1002","0.0","8.0942","0.0","8.0451","0.0","7.994999999999999","0.0","7.9491","0.0","7.9091000000000005","0.0","7.882199999999999","0.0","7.872299999999999","0.0","7.864000000000001","0.0","7.852399999999999","0.0","7.8399","0.0","7.827400000000001","0.0","7.8154","0.0","7.809699999999999","0.0","7.827500000000001","0.0","7.8598","0.0","7.8801000000000005","0.0","7.8751","0.0","7.842499999999999","0.0","7.821300000000001","0.0","7.864599999999999","0.0","7.908200000000001","0.0","7.9251000000000005","0.0","7.929399999999999","0.0","7.940899999999999","0.0","7.9709","0.0","7.9291","0.0","7.8543","0.0","7.794499999999999","0.0","7.7477","0.0","7.7164","0.0","7.705299999999999","0.0","7.723000000000001","0.0","7.7734000000000005","0.0","7.8492","0.0","7.8332999999999995","0.0","7.7164","0.0","7.6579999999999995","0.0","7.662100000000001","0.0","7.673399999999999","0.0","7.722300000000001","0.0","7.746599999999999","0.0","7.716900000000001","0.0","7.641299999999999","0.0","7.5884","0.0","7.576599999999999","0.0","7.546200000000001","0.0","7.518800000000001","0.0","7.5512999999999995","0.0","7.6205","0.0","7.6987000000000005","0.0","7.7697","0.0","7.8223","0.0","7.852600000000001","0.0","7.860899999999999","0.0","7.8492","0.0","7.8248","0.0","7.809699999999999","0.0"
"40","8.5881","0.0","8.5966","0.0","8.6046","0.0","8.5918","0.0","8.5549","0.0","8.4985","0.0","8.4313","0.0","8.3638","0.0","8.3014","0.0","8.2423","0.0","8.1904","0.0","8.1998","0.0","8.2741","0.0","8.3514","0.0","8.3179","0.0","8.2081","0.0","8.1358","0.0","8.1183","0.0","8.1386","0.0","8.1622","0.0","8.1709","0.0","8.1679","0.0","8.1627","0.0","8.1605","0.0","8.1653","0.0","8.1713","0.0","8.1662","0.0","8.1511","0.0","8.1384","0.0","8.141","0.0","8.1649","0.0","8.2036","0.0","8.2348","0.0","8.2143","0.0","8.128","0.0","8.0228","0.0","8.0211","0.0","8.0858","0.0","8.1544","0.0","8.1863","0.0","8.1402","0.0","8.1223","0.0","8.151","0.0","8.1123","0.0","7.972300000000001","0.0","7.9398","0.0","8.0335","0.0","8.122","0.0","8.2097","0.0","8.3054","0.0","8.4049","0.0","8.4952","0.0","8.5178","0.0","8.5099","0.0","8.5125","0.0","8.4712","0.0","8.3831","0.0","8.2881","0.0","8.2136","0.0","8.1776","0.0","8.1855","0.0","8.2325","0.0","8.2636","0.0","8.2195","0.0","8.1866","0.0","8.1681","0.0","8.1616","0.0","8.1605","0.0"
"41","8.6816","0.0","8.6934","0.0","8.7256","0.0","8.764","0.0","8.7745","0.0","8.7499","0.0","8.7104","0.0","8.6663","0.0","8.6224","0.0","8.5825","0.0","8.5492","0.0","8.5227","0.0","8.4995","0.0","8.457","0.0","8.4313","0.0","8.442","0.0","8.44","0.0","8.4345","0.0","8.4343","0.0","8.4481","0.0","8.4754","0.0","8.502","0.0","8.5153","0.0","8.5178","0.0","8.5216","0.0","8.5277","0.0","8.524799999999999","0.0","8.5056","0.0","8.4743","0.0","8.447","0.0","8.4483","0.0","8.5034","0.0","8.5299","0.0","8.4743","0.0","8.4598","0.0","8.4368","0.0","8.385299999999999","0.0","8.3176","0.0","8.2483","0.0","8.215","0.0","8.2561","0.0","8.2706","0.0","8.2248","0.0","8.2267","0.0","8.3242","0.0","8.4159","0.0","8.4877","0.0","8.548","0.0","8.6117","0.0","8.6817","0.0","8.6925","0.0","8.5753","0.0","8.5655","0.0","8.6091","0.0","8.6239","0.0","8.6136","0.0","8.5838","0.0","8.5377","0.0","8.482","0.0","8.4236","0.0","8.366999999999999","0.0","8.3137","0.0","8.3058","0.0","8.3861","0.0","8.4536","0.0","8.4958","0.0","8.5138","0.0","8.5178","0.0"
"42","8.9185","0.0","8.9167","0.0","8.9116","0.0","8.9121","0.0","8.9436","0.0","9.0056","0.0","9.0698","0.0","9.1095","0.0","9.0894","0.0","9.038499999999999","0.0","8.974","0.0","8.8642","0.0","8.7153","0.0","8.6007","0.0","8.6049","0.0","8.6763","0.0","8.7559","0.0","8.8214","0.0","8.8663","0.0","8.891399999999999","0.0","8.903599999999999","0.0","8.9175","0.0","8.9432","0.0","8.9609","0.0","8.9251","0.0","8.8688","0.0","8.8318","0.0","8.8113","0.0","8.7905","0.0","8.7551","0.0","8.6972","0.0","8.6172","0.0","8.6175","0.0","8.768699999999999","0.0","8.8931","0.0","8.8461","0.0","8.8199","0.0","8.7851","0.0","8.7219","0.0","8.6442","0.0","8.5836","0.0","8.5614","0.0","8.5733","0.0","8.61","0.0","8.6752","0.0","8.7726","0.0","8.8935","0.0","9.0135","0.0","8.9714","0.0","8.8375","0.0","8.7494","0.0","8.8058","0.0","8.7499","0.0","8.7231","0.0","8.7203","0.0","8.762599999999999","0.0","8.8592","0.0","8.8784","0.0","8.8797","0.0","8.8797","0.0","8.8797","0.0","8.8846","0.0","8.8986","0.0","8.9192","0.0","8.9392","0.0","8.9526","0.0","8.9591","0.0","8.9609","0.0"
"43","9.094","0.0","9.12","0.0","9.1897","0.0","9.2745","0.0","9.3309","0.0","9.3286","0.0","9.2796","0.0","9.2255","0.0","9.2154","0.0","9.2201","0.0","9.1952","0.0","9.1509","0.0","9.1403","0.0","9.164","0.0","9.215","0.0","9.2806","0.0","9.3421","0.0","9.4088","0.0","9.4695","0.0","9.4856","0.0","9.4455","0.0","9.3747","0.0","9.2989","0.0","9.262","0.0","9.3174","0.0","9.4238","0.0","9.5154","0.0","9.5556","0.0","9.5262","0.0","9.4361","0.0","9.3151","0.0","9.1887","0.0","9.0715","0.0","8.9706","0.0","8.9221","0.0","9.0194","0.0","9.0038","0.0","8.9252","0.0","8.8355","0.0","8.7581","0.0","8.7067","0.0","8.6888","0.0","8.7204","0.0","8.8001","0.0","8.9034","0.0","9.0044","0.0","9.0687","0.0","9.0593","0.0","9.12","0.0","9.0171","0.0","8.9041","0.0","8.8123","0.0","8.8463","0.0","8.87","0.0","8.877699999999999","0.0","8.8773","0.0","8.8772","0.0","8.985899999999999","0.0","9.1321","0.0","9.2883","0.0","9.4439","0.0","9.584","0.0","9.6276","0.0","9.5292","0.0","9.4294","0.0","9.3433","0.0","9.2836","0.0","9.262","0.0"
