"","KPoint 1","","KPoint 2","","KPoint 3","","KPoint 4","","KPoint 5","","KPoint 6","","KPoint 7","","KPoint 8","","KPoint 9","","KPoint 10","","KPoint 11","","KPoint 12","","KPoint 13","","KPoint 14","","KPoint 15","","KPoint 16","","KPoint 17","","KPoint 18","","KPoint 19","","KPoint 20","","KPoint 21","","KPoint 22","","KPoint 23","","KPoint 24","","KPoint 25","","KPoint 26","","KPoint 27","","KPoint 28","","KPoint 29","","KPoint 30","","KPoint 31","","KPoint 32","","KPoint 33","","KPoint 34","","KPoint 35","","KPoint 36","","KPoint 37","","KPoint 38","","KPoint 39","","KPoint 40","","KPoint 41","","KPoint 42","","KPoint 43","","KPoint 44","","KPoint 45","","KPoint 46","","KPoint 47","","KPoint 48","","KPoint 49","","KPoint 50","","KPoint 51","","KPoint 52","","KPoint 53","","KPoint 54","","KPoint 55","","KPoint 56","","KPoint 57","","KPoint 58","","KPoint 59","","KPoint 60","","KPoint 61","","KPoint 62","","KPoint 63","","KPoint 64","","KPoint 65","","KPoint 66","","KPoint 67","","KPoint 68","","KPoint 69","","KPoint 70","","KPoint 71",""
"Band","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ"
"40","-0.47170000000000023","2.0","-0.6715000000000004","2.0","-0.9114000000000004","2.0","-1.1366","2.0","-1.3158000000000003","2.0","-1.4398000000000004","2.0","-1.5262000000000002","2.0","-1.5977000000000001","2.0","-1.6466000000000003","2.0","-1.6424000000000003","2.0","-1.6179000000000001","2.0","-1.5705","2.0","-1.5134000000000003","2.0","-1.4473000000000003","2.0","-1.3761","2.0","-1.3055000000000003","2.0","-1.2427000000000001","2.0","-1.1953","2.0","-1.1664000000000003","2.0","-1.1567000000000003","2.0","-1.1951","2.0","-1.2877","2.0","-1.4056000000000002","2.0","-1.4837000000000002","2.0","-1.5354","2.0","-1.5661","2.0","-1.5713000000000004","2.0","-1.5105000000000004","2.0","-1.3373000000000004","2.0","-1.0698000000000003","2.0","-0.7650000000000001","2.0","-0.5002000000000004","2.0","-0.39670000000000005","2.0","-0.6343000000000001","2.0","-0.8699000000000003","2.0","-1.0916000000000001","2.0","-1.2856","2.0","-1.4517000000000002","2.0","-1.5933000000000002","2.0","-1.6294000000000004","2.0","-1.5272000000000001","2.0","-1.5187000000000004","2.0","-1.5286000000000004","2.0","-1.5491000000000001","2.0","-1.5762","2.0","-1.6058000000000003","2.0","-1.6317000000000004","2.0","-1.6443000000000003","2.0","-1.6423","2.0","-1.6256000000000004","2.0","-1.5843000000000003","2.0","-1.5288000000000004","2.0","-1.4684000000000004","2.0","-1.4065000000000003","2.0","-1.3361","2.0","-1.2528000000000001","2.0","-1.1828000000000003","2.0","-1.1567000000000003","2.0","-1.2749000000000001","2.0","-1.3837000000000002","2.0","-1.4440000000000004","2.0","-1.4539000000000004","2.0","-1.5075000000000003","2.0","-1.5660000000000003","2.0","-1.6053000000000002","2.0","-1.6189","2.0","-1.6099","2.0","-1.5888000000000004","2.0","-1.5733000000000001","2.0","-1.5903","2.0","-1.6295000000000002","2.0"
"41","-0.42020000000000035","2.0","-0.48850000000000016","2.0","-0.5967000000000002","2.0","-0.7368000000000001","2.0","-0.8982000000000001","2.0","-1.0686000000000004","2.0","-1.2344000000000004","2.0","-1.3828","2.0","-1.4998","2.0","-1.5527000000000002","2.0","-1.5236","2.0","-1.439","2.0","-1.3254000000000001","2.0","-1.2137000000000002","2.0","-1.1352000000000002","2.0","-1.0996000000000001","2.0","-1.0644","2.0","-1.0113000000000003","2.0","-0.9572000000000003","2.0","-0.9332000000000003","2.0","-1.0112","2.0","-1.0300000000000002","2.0","-1.0021000000000004","2.0","-0.9555000000000002","2.0","-0.8845000000000001","2.0","-0.8014000000000001","2.0","-0.7218000000000004","2.0","-0.6477000000000004","2.0","-0.5737000000000001","2.0","-0.5032000000000001","2.0","-0.44750000000000023","2.0","-0.40980000000000016","2.0","-0.39670000000000005","2.0","-0.5110000000000001","2.0","-0.6400000000000001","2.0","-0.7981000000000003","2.0","-0.9691000000000001","2.0","-1.1367000000000003","2.0","-1.2823000000000002","2.0","-1.3550000000000004","2.0","-1.3635000000000002","2.0","-1.3798000000000004","2.0","-1.4054000000000002","2.0","-1.4373","2.0","-1.4711000000000003","2.0","-1.5030000000000001","2.0","-1.5291000000000001","2.0","-1.5466000000000002","2.0","-1.5531000000000001","2.0","-1.4051","2.0","-1.2950000000000004","2.0","-1.1993","2.0","-1.1487000000000003","2.0","-1.1187","2.0","-1.0685000000000002","2.0","-1.0047000000000001","2.0","-0.9524000000000004","2.0","-0.9332000000000003","2.0","-1.0215","2.0","-1.0997000000000003","2.0","-1.1509","2.0","-1.0875000000000004","2.0","-0.9285000000000001","2.0","-0.8014000000000001","2.0","-0.8524000000000003","2.0","-0.9408000000000003","2.0","-1.0449000000000002","2.0","-1.1540000000000004","2.0","-1.2543000000000002","2.0","-1.3284000000000002","2.0","-1.3550000000000004","2.0"
"42","-0.35790000000000033","2.0","-0.39120000000000044","2.0","-0.4394","2.0","-0.5025000000000004","2.0","-0.5779000000000001","2.0","-0.6622000000000003","2.0","-0.7505000000000002","2.0","-0.8342","2.0","-0.8985000000000003","2.0","-0.9235000000000002","2.0","-0.9301000000000004","2.0","-0.9491","2.0","-0.9765000000000001","2.0","-1.0009000000000001","2.0","-0.9968000000000004","2.0","-0.9497000000000004","2.0","-0.8965000000000001","2.0","-0.8583000000000003","2.0","-0.8381000000000003","2.0","-0.8324000000000003","2.0","-0.9207000000000001","2.0","-0.9693","2.0","-0.9686000000000003","2.0","-0.9174000000000002","2.0","-0.8517000000000001","2.0","-0.7816000000000001","2.0","-0.7027000000000001","2.0","-0.6170000000000004","2.0","-0.5352000000000001","2.0","-0.4642000000000004","2.0","-0.4046000000000003","2.0","-0.3640000000000003","2.0","-0.3379000000000003","2.0","-0.5110000000000001","2.0","-0.6400000000000001","2.0","-0.7982","2.0","-0.9691000000000001","2.0","-1.1368","2.0","-1.2823000000000002","2.0","-1.3551000000000002","2.0","-1.2252","2.0","-1.0761000000000003","2.0","-0.9187000000000003","2.0","-0.7890000000000001","2.0","-0.7175000000000002","2.0","-0.7207000000000003","2.0","-0.7885000000000004","2.0","-0.8789000000000002","2.0","-0.9235000000000002","2.0","-0.9579000000000004","2.0","-0.9937","2.0","-1.0207000000000002","2.0","-1.0013","2.0","-0.9464000000000001","2.0","-0.8968000000000003","2.0","-0.8629000000000002","2.0","-0.8416000000000001","2.0","-0.8325","2.0","-0.8074000000000003","2.0","-0.7784000000000004","2.0","-0.7513000000000001","2.0","-0.7382000000000004","2.0","-0.7481000000000004","2.0","-0.7816000000000001","2.0","-0.7554000000000003","2.0","-0.8118000000000003","2.0","-0.9345000000000003","2.0","-1.0848000000000004","2.0","-1.2271","2.0","-1.3240000000000003","2.0","-1.3550000000000004","2.0"
"43","1.1475","0.0","1.351","0.0","1.5964999999999998","0.0","1.8384","0.0","2.0533","0.0","2.2307999999999995","0.0","2.3678","0.0","2.4733","0.0","2.5431","0.0","2.5671","0.0","2.5409999999999995","0.0","2.4685999999999995","0.0","2.3666","0.0","2.2467999999999995","0.0","2.1132999999999997","0.0","1.9680999999999997","0.0","1.8160999999999996","0.0","1.6766999999999994","0.0","1.5766999999999998","0.0","1.5382999999999996","0.0","1.6513","0.0","1.7496999999999998","0.0","1.8369999999999997","0.0","1.8986999999999998","0.0","1.9359000000000002","0.0","1.9517999999999995","0.0","1.9429999999999996","0.0","1.8953999999999995","0.0","1.7878999999999996","0.0","1.6109999999999998","0.0","1.3830999999999998","0.0","1.1635","0.0","1.0641999999999996","0.0","1.4059","0.0","1.6777999999999995","0.0","1.9102999999999994","0.0","2.0641999999999996","0.0","2.1376","0.0","2.1574999999999998","0.0","2.1591999999999993","0.0","2.189","0.0","2.2176","0.0","2.2492","0.0","2.2856999999999994","0.0","2.3331999999999997","0.0","2.3997","0.0","2.4767","0.0","2.5424999999999995","0.0","2.5679999999999996","0.0","2.4658999999999995","0.0","2.3625999999999996","0.0","2.2405","0.0","2.1048","0.0","1.9586999999999994","0.0","1.8094000000000001","0.0","1.6746999999999996","0.0","1.5743","0.0","1.5385999999999997","0.0","1.7204999999999995","0.0","1.8589000000000002","0.0","1.952","0.0","1.9745","0.0","1.9562","0.0","1.9512","0.0","1.9933999999999994","0.0","2.0690999999999997","0.0","2.1395999999999997","0.0","2.1768","0.0","2.1803","0.0","2.1673","0.0","2.1590999999999996","0.0"
"44","2.7282","0.0","2.8503999999999996","0.0","3.0439","0.0","3.3034","0.0","3.6163","0.0","3.8205999999999998","0.0","3.8547000000000002","0.0","3.9437000000000006","0.0","3.9792999999999994","0.0","3.9743000000000004","0.0","3.9525999999999994","0.0","3.9110000000000005","0.0","3.8829000000000002","0.0","3.8664999999999994","0.0","3.8134000000000006","0.0","3.6953000000000005","0.0","3.5363999999999995","0.0","3.3827","0.0","3.2744","0.0","3.2371","0.0","3.3717999999999995","0.0","3.5035","0.0","3.6097","0.0","3.6337","0.0","3.5942999999999996","0.0","3.5610999999999997","0.0","3.5788","0.0","3.5051999999999994","0.0","3.2702","0.0","3.0431","0.0","2.8563","0.0","2.7311999999999994","0.0","2.6872","0.0","2.7496","0.0","2.8247999999999998","0.0","2.9195","0.0","3.0171","0.0","2.9548999999999994","0.0","2.7879999999999994","0.0","2.7306","0.0","2.809","0.0","2.9052999999999995","0.0","3.0346","0.0","3.1977","0.0","3.3849","0.0","3.5877999999999997","0.0","3.7783000000000007","0.0","3.9197999999999995","0.0","3.9743000000000004","0.0","3.910099999999999","0.0","3.8792999999999997","0.0","3.863599999999999","0.0","3.8104000000000005","0.0","3.6934999999999993","0.0","3.5366999999999997","0.0","3.3834","0.0","3.2747","0.0","3.2356999999999996","0.0","3.457","0.0","3.6554","0.0","3.7901","0.0","3.7731000000000003","0.0","3.673","0.0","3.5617","0.0","3.4519","0.0","3.3368","0.0","3.1987999999999994","0.0","3.0389","0.0","2.8827999999999996","0.0","2.7703999999999995","0.0","2.7306","0.0"
"45","3.7628999999999992","0.0","3.8390999999999993","0.0","3.9293000000000005","0.0","3.9409","0.0","3.866599999999999","0.0","3.967999999999999","0.0","4.103000000000001","0.0","4.0643","0.0","4.1225","0.0","4.172899999999999","0.0","4.175400000000001","0.0","4.180499999999999","0.0","4.1865","0.0","4.2002999999999995","0.0","4.2449","0.0","4.281899999999999","0.0","4.223","0.0","4.1443","0.0","4.0911","0.0","4.0722","0.0","4.222","0.0","4.342899999999999","0.0","4.3463","0.0","4.1473","0.0","3.9559000000000006","0.0","3.8420999999999994","0.0","3.7502000000000004","0.0","3.697499999999999","0.0","3.8264000000000005","0.0","3.9098999999999995","0.0","3.8440000000000003","0.0","3.7647000000000004","0.0","3.7359999999999998","0.0","3.7733999999999996","0.0","3.8214999999999995","0.0","3.5443999999999996","0.0","3.215","0.0","2.9551","0.0","2.7881","0.0","2.7306","0.0","2.8956999999999997","0.0","3.0695999999999994","0.0","3.2618","0.0","3.4502999999999995","0.0","3.6295","0.0","3.8053999999999997","0.0","3.9751000000000003","0.0","4.115099999999999","0.0","4.1726","0.0","4.191399999999999","0.0","4.203599999999999","0.0","4.2090000000000005","0.0","4.232399999999999","0.0","4.249099999999999","0.0","4.204400000000001","0.0","4.1375","0.0","4.089300000000001","0.0","4.072299999999999","0.0","4.0417","0.0","4.019899999999999","0.0","4.011399999999999","0.0","4.0132","0.0","3.9600999999999997","0.0","3.8411999999999997","0.0","3.6735999999999995","0.0","3.4768","0.0","3.2702","0.0","3.0689","0.0","2.8941","0.0","2.7741","0.0","2.7306999999999997","0.0"
"46","4.5993","0.0","4.521299999999999","0.0","4.4081","0.0","4.3267","0.0","4.2543999999999995","0.0","4.178","0.0","4.3441","0.0","4.7002","0.0","4.977199999999999","0.0","5.073199999999999","0.0","5.06","0.0","5.010699999999999","0.0","4.921499999999999","0.0","4.7959000000000005","0.0","4.672299999999999","0.0","4.648499999999999","0.0","4.7855","0.0","4.939699999999999","0.0","5.0226","0.0","5.063199999999999","0.0","4.913199999999999","0.0","4.7124999999999995","0.0","4.496899999999999","0.0","4.364","0.0","4.2101","0.0","4.029799999999999","0.0","3.9038999999999993","0.0","3.969499999999999","0.0","4.1244000000000005","0.0","4.3130999999999995","0.0","4.4598","0.0","4.5783","0.0","4.6201","0.0","4.2594","0.0","3.9094000000000007","0.0","3.5446","0.0","3.2151999999999994","0.0","3.1033","0.0","3.1666999999999996","0.0","3.1906999999999996","0.0","3.3378999999999994","0.0","3.5131999999999994","0.0","3.7425000000000006","0.0","4.0112","0.0","4.3024","0.0","4.5987","0.0","4.8504","0.0","5.0623","0.0","5.0865","0.0","4.9997","0.0","4.9004","0.0","4.8098","0.0","4.7071","0.0","4.7083","0.0","4.8264000000000005","0.0","4.9623","0.0","5.0263","0.0","5.039599999999999","0.0","4.890899999999999","0.0","4.6537","0.0","4.4354000000000005","0.0","4.281","0.0","4.1545","0.0","4.0308","0.0","3.9143999999999997","0.0","3.8001999999999994","0.0","3.6522999999999994","0.0","3.4753999999999996","0.0","3.3232999999999997","0.0","3.2249","0.0","3.1906","0.0"
"47","4.601","0.0","4.5546999999999995","0.0","4.4958","0.0","4.4868","0.0","4.6116","0.0","4.8008999999999995","0.0","4.9906","0.0","5.149399999999999","0.0","5.380999999999999","0.0","5.3340000000000005","0.0","5.343100000000001","0.0","5.2655","0.0","5.211199999999999","0.0","5.1963","0.0","5.1863","0.0","5.227799999999999","0.0","5.270599999999999","0.0","5.3252999999999995","0.0","5.3723","0.0","5.428399999999999","0.0","5.423799999999999","0.0","5.1808000000000005","0.0","5.0226999999999995","0.0","4.9441","0.0","4.9363","0.0","4.9004","0.0","4.813199999999999","0.0","4.6423","0.0","4.469399999999999","0.0","4.396399999999999","0.0","4.4965","0.0","4.5878000000000005","0.0","4.6305000000000005","0.0","4.2602","0.0","3.9082","0.0","3.8845","0.0","3.9737999999999998","0.0","4.0729","0.0","4.1385","0.0","4.150999999999999","0.0","4.2177999999999995","0.0","4.2976","0.0","4.401800000000001","0.0","4.5294","0.0","4.680499999999999","0.0","4.8541","0.0","5.0423","0.0","5.2281","0.0","5.3349","0.0","5.275999999999999","0.0","5.2642","0.0","5.4899","0.0","5.217899999999999","0.0","5.2959000000000005","0.0","5.362799999999999","0.0","5.404799999999999","0.0","5.4165","0.0","5.404599999999999","0.0","5.289499999999999","0.0","5.1964999999999995","0.0","5.176899999999999","0.0","5.133299999999999","0.0","5.0493","0.0","4.914499999999999","0.0","4.6846000000000005","0.0","4.4601999999999995","0.0","4.3069999999999995","0.0","4.2419","0.0","4.2006000000000006","0.0","4.1659999999999995","0.0","4.1506","0.0"
"48","5.839999999999999","0.0","5.7269","0.0","5.6385","0.0","5.6225","0.0","5.630399999999999","0.0","5.674499999999999","0.0","5.6979","0.0","5.632499999999999","0.0","5.6413","0.0","5.5262","0.0","5.611400000000001","0.0","5.7435","0.0","5.862900000000001","0.0","5.813999999999999","0.0","5.727199999999999","0.0","5.8382","0.0","5.8343","0.0","5.919299999999999","0.0","5.9606","0.0","6.0529","0.0","5.6414","0.0","5.7519","0.0","5.9194","0.0","5.934","0.0","5.994699999999999","0.0","5.949699999999999","0.0","5.9700999999999995","0.0","5.7755","0.0","5.6826","0.0","5.6177","0.0","5.776699999999999","0.0","5.816999999999999","0.0","5.935299999999999","0.0","5.3786","0.0","5.0844","0.0","4.8426","0.0","4.6383","0.0","4.4632","0.0","4.3511","0.0","4.3214999999999995","0.0","4.471900000000001","0.0","4.6521","0.0","4.894099999999999","0.0","5.178","0.0","5.4628000000000005","0.0","5.7108","0.0","5.7284","0.0","5.619699999999999","0.0","5.5307","0.0","5.724899999999999","0.0","5.8554","0.0","5.9042","0.0","5.7069","0.0","5.603800000000001","0.0","5.550299999999999","0.0","5.7642999999999995","0.0","5.885800000000001","0.0","5.976500000000001","0.0","5.947399999999999","0.0","5.7902","0.0","5.830699999999999","0.0","5.9228","0.0","5.948999999999999","0.0","5.9941","0.0","5.7063999999999995","0.0","5.352199999999999","0.0","4.996899999999999","0.0","4.7063","0.0","4.494800000000001","0.0","4.3648","0.0","4.3214","0.0"
"49","6.0078000000000005","0.0","6.0040000000000004","0.0","6.1034999999999995","0.0","6.1841","0.0","6.168","0.0","6.1842999999999995","0.0","6.275199999999999","0.0","6.415500000000001","0.0","6.4074","0.0","6.153","0.0","6.115899999999999","0.0","6.039599999999999","0.0","6.0158","0.0","6.0764000000000005","0.0","6.3174","0.0","6.2518","0.0","6.2822000000000005","0.0","6.3234","0.0","6.438199999999999","0.0","6.386299999999999","0.0","6.2451","0.0","6.273499999999999","0.0","6.3752","0.0","6.464199999999999","0.0","6.4609","0.0","6.5087","0.0","6.3152","0.0","6.137199999999999","0.0","6.1427000000000005","0.0","6.1255999999999995","0.0","6.123399999999999","0.0","6.0742","0.0","6.1842","0.0","6.063999999999999","0.0","5.745499999999999","0.0","5.4287","0.0","5.241699999999999","0.0","5.1941999999999995","0.0","5.2174000000000005","0.0","5.232600000000001","0.0","5.3251","0.0","5.426899999999999","0.0","5.570899999999999","0.0","5.7708","0.0","6.0196","0.0","6.341","0.0","6.237799999999999","0.0","6.1953000000000005","0.0","6.191999999999999","0.0","6.1027","0.0","6.1682","0.0","6.085999999999999","0.0","6.128899999999999","0.0","6.276599999999999","0.0","6.351299999999999","0.0","6.378699999999999","0.0","6.262","0.0","6.319500000000001","0.0","6.5858","0.0","6.3532","0.0","6.4982","0.0","6.470199999999999","0.0","6.5806","0.0","6.5521","0.0","6.1903999999999995","0.0","5.9136","0.0","5.6278999999999995","0.0","5.4318","0.0","5.3151","0.0","5.2543999999999995","0.0","5.232600000000001","0.0"
"50","6.288899999999999","0.0","6.3258","0.0","6.3158","0.0","6.338299999999999","0.0","6.3227","0.0","6.3702","0.0","6.3724","0.0","6.8457","0.0","6.5773","0.0","6.525099999999999","0.0","6.4933000000000005","0.0","6.398000000000001","0.0","6.4858","0.0","6.418","0.0","6.5272","0.0","6.532900000000001","0.0","6.7085","0.0","6.794899999999999","0.0","6.7299","0.0","6.894099999999999","0.0","6.7319","0.0","6.7886","0.0","6.7795","0.0","6.786499999999999","0.0","6.824800000000001","0.0","6.7395000000000005","0.0","6.688299999999999","0.0","6.4011000000000005","0.0","6.316","0.0","6.3557999999999995","0.0","6.3319","0.0","6.252299999999999","0.0","6.2551","0.0","6.246899999999999","0.0","6.0361","0.0","5.814900000000001","0.0","5.6049999999999995","0.0","5.4363","0.0","5.3334","0.0","5.303399999999999","0.0","5.4157","0.0","5.5765","0.0","5.8084","0.0","6.0811","0.0","6.397099999999999","0.0","6.541899999999999","0.0","6.4662999999999995","0.0","6.489","0.0","6.5543000000000005","0.0","6.622699999999999","0.0","6.7724","0.0","6.3389999999999995","0.0","6.505199999999999","0.0","6.5215000000000005","0.0","6.8174","0.0","6.688999999999999","0.0","6.736299999999999","0.0","6.7152","0.0","6.799599999999999","0.0","6.688","0.0","7.139600000000001","0.0","6.918","0.0","6.7421999999999995","0.0","6.6847","0.0","6.5505","0.0","6.2772","0.0","6.017599999999999","0.0","5.6633000000000004","0.0","5.4517999999999995","0.0","5.3359","0.0","5.303399999999999","0.0"
"51","6.711199999999999","0.0","6.6724000000000006","0.0","6.472700000000001","0.0","6.5162","0.0","6.618099999999999","0.0","6.8258","0.0","7.0422","0.0","6.956","0.0","7.284999999999999","0.0","6.649399999999999","0.0","6.6732000000000005","0.0","6.752199999999999","0.0","7.220999999999999","0.0","7.214799999999999","0.0","7.0491","0.0","7.1164","0.0","7.027","0.0","7.335999999999999","0.0","6.9859","0.0","7.161700000000001","0.0","7.014499999999999","0.0","6.988599999999999","0.0","7.083099999999999","0.0","7.234100000000001","0.0","6.911499999999999","0.0","7.1794","0.0","6.816399999999999","0.0","6.6412","0.0","6.6415999999999995","0.0","6.555599999999999","0.0","6.4639","0.0","6.492299999999999","0.0","6.999999999999999","0.0","6.270599999999999","0.0","6.412","0.0","6.6527","0.0","6.952699999999999","0.0","7.2863","0.0","7.610599999999999","0.0","7.7299","0.0","7.3853","0.0","7.069","0.0","6.858999999999999","0.0","6.737099999999999","0.0","6.8204","0.0","6.9781","0.0","6.907900000000001","0.0","6.7321","0.0","6.7017999999999995","0.0","6.9959999999999996","0.0","7.3897","0.0","7.3897","0.0","7.2624","0.0","7.067799999999999","0.0","7.05","0.0","6.9729","0.0","7.069399999999999","0.0","7.082399999999999","0.0","7.193700000000001","0.0","6.9227","0.0","7.297299999999999","0.0","7.178299999999999","0.0","7.1404000000000005","0.0","7.0612","0.0","6.822399999999999","0.0","6.7952","0.0","6.9106","0.0","7.1061000000000005","0.0","7.405","0.0","7.7252","0.0","7.937","0.0"
"52","7.4461","0.0","7.128699999999999","0.0","6.8135","0.0","7.2267","0.0","7.252199999999999","0.0","7.249999999999999","0.0","7.3045","0.0","7.2174000000000005","0.0","7.4752","0.0","7.5652","0.0","7.654799999999999","0.0","7.5964","0.0","7.717299999999999","0.0","7.647200000000001","0.0","7.517499999999999","0.0","7.445899999999999","0.0","7.347700000000001","0.0","7.729","0.0","7.3442","0.0","7.5033","0.0","7.363499999999999","0.0","7.472599999999999","0.0","7.486400000000001","0.0","7.368099999999999","0.0","7.556399999999999","0.0","8.3124","0.0","7.430699999999999","0.0","6.764499999999999","0.0","7.153099999999999","0.0","7.4499","0.0","6.9996","0.0","7.543399999999999","0.0","8.0095","0.0","6.2801","0.0","6.5941","0.0","6.6505","0.0","6.9561","0.0","7.760800000000001","0.0","7.7038","0.0","8.536000000000001","0.0","8.1007","0.0","7.821699999999999","0.0","7.416300000000001","0.0","7.2687","0.0","7.083200000000001","0.0","7.315599999999999","0.0","7.2898000000000005","0.0","7.4776","0.0","7.481799999999999","0.0","7.6476","0.0","7.7741","0.0","7.7526","0.0","7.6537999999999995","0.0","7.4759","0.0","7.556","0.0","7.1377","0.0","7.470299999999999","0.0","7.2212000000000005","0.0","7.765899999999999","0.0","7.114999999999999","0.0","8.0667","0.0","8.0979","0.0","7.909999999999999","0.0","7.915399999999999","0.0","6.9812","0.0","7.604","0.0","7.9110000000000005","0.0","7.674","0.0","7.9357999999999995","0.0","8.090699999999998","0.0","8.1235","0.0"
